date,time,home-team,home-score,away-score,away-team,player,team,pts,ast,reb,min,fg,fga,3p,3pa,ft,fta,or,dr,pf,st,to,bs,result
27/10/2016,00:00,Indiana Pacers,130,121,Dallas Mavericks,Jefferson A.,Indiana Pacers,7,0,6,10.9,3,6,0,0,1,1,1,0,1,0,1,1,true
27/10/2016,00:00,Indiana Pacers,130,121,Dallas Mavericks,Anderson J.,Dallas Mavericks,7,2,5,19.316668,3,9,1,6,0,0,1,0,2,0,0,1,false
27/10/2016,00:00,Indiana Pacers,130,121,Dallas Mavericks,Curry S.,Dallas Mavericks,7,1,3,15.75,3,4,1,2,0,0,0,3,6,3,0,1,false
27/10/2016,00:00,Indiana Pacers,130,121,Dallas Mavericks,Bogut A.,Dallas Mavericks,6,3,6,19.666666,3,5,0,0,0,2,2,0,3,0,1,1,false
27/10/2016,00:00,Indiana Pacers,130,121,Dallas Mavericks,Allen L.,Indiana Pacers,2,2,5,10.733334,1,3,0,0,0,0,1,0,1,0,0,1,true
27/10/2016,00:00,Indiana Pacers,130,121,Dallas Mavericks,Young J.,Indiana Pacers,0,0,0,3.45,0,0,0,0,0,0,0,0,1,0,0,0,true
27/10/2016,00:00,Indiana Pacers,130,121,Dallas Mavericks,Robinson G.,Indiana Pacers,0,0,0,10.233334,0,3,0,1,0,0,0,0,0,0,1,0,true
27/10/2016,00:00,Indiana Pacers,130,121,Dallas Mavericks,Brussino N.,Dallas Mavericks,0,1,0,0.56666666,0,0,0,0,0,0,0,0,0,0,0,0,false
27/10/2016,00:00,Indiana Pacers,130,121,Dallas Mavericks,Finney-Smith D.,Dallas Mavericks,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0,false
27/10/2016,00:00,Indiana Pacers,130,121,Dallas Mavericks,Powell D.,Dallas Mavericks,0,1,7,16.483334,0,2,0,0,0,2,3,0,2,0,0,1,false
27/10/2016,00:00,Indiana Pacers,130,121,Dallas Mavericks,Acy Q.,Dallas Mavericks,0,0,0,0.93333334,0,0,0,0,0,0,0,0,1,0,0,0,false
27/10/2016,00:30,Toronto Raptors,109,91,Detroit Pistons,DeRozan D.,Toronto Raptors,40,1,4,34.466667,17,27,0,2,6,6,1,1,1,1,6,0,true
27/10/2016,00:30,Toronto Raptors,109,91,Detroit Pistons,Valanciunas J.,Toronto Raptors,32,1,11,35.216667,10,15,0,0,12,14,6,0,4,0,1,0,true
27/10/2016,00:30,Toronto Raptors,109,91,Detroit Pistons,Harris T.,Detroit Pistons,22,1,5,36.266666,8,13,1,2,5,5,0,1,3,1,5,0,false
27/10/2016,00:30,Toronto Raptors,109,91,Detroit Pistons,Morris Marc.,Detroit Pistons,17,3,9,31.75,7,17,2,8,1,1,4,1,2,1,2,0,false
27/10/2016,00:30,Toronto Raptors,109,91,Detroit Pistons,Drummond A.,Detroit Pistons,16,0,6,24.15,7,11,0,0,2,6,1,1,5,1,4,0,false
27/10/2016,00:30,Toronto Raptors,109,91,Detroit Pistons,Lowry K.,Toronto Raptors,10,8,5,37.766666,3,13,1,5,3,3,1,1,2,1,2,0,true
27/10/2016,00:30,Toronto Raptors,109,91,Detroit Pistons,Leuer J.,Detroit Pistons,9,0,9,22.566668,3,8,1,2,2,2,1,1,3,1,1,0,false
27/10/2016,00:30,Toronto Raptors,109,91,Detroit Pistons,Baynes A.,Detroit Pistons,8,0,3,15.366667,3,4,0,0,2,2,1,0,5,0,0,0,false
27/10/2016,00:30,Toronto Raptors,109,91,Detroit Pistons,Carroll D.,Toronto Raptors,8,1,7,29.433332,2,8,2,6,2,4,0,1,3,1,0,0,true
27/10/2016,00:30,Toronto Raptors,109,91,Detroit Pistons,Smith I.,Detroit Pistons,6,7,1,33.25,3,10,0,4,0,0,0,1,0,1,0,0,false
27/10/2016,00:30,Toronto Raptors,109,91,Detroit Pistons,Joseph C.,Toronto Raptors,6,2,4,21.6,3,6,0,0,0,0,2,1,1,1,1,0,true
27/10/2016,00:30,Toronto Raptors,109,91,Detroit Pistons,Udrih B.,Detroit Pistons,5,2,1,14.75,1,5,0,1,3,4,0,0,1,0,0,0,false
27/10/2016,00:30,Toronto Raptors,109,91,Detroit Pistons,Caldwell-Pope K.,Detroit Pistons,4,3,0,38.816666,2,9,0,3,0,0,0,2,2,2,1,0,false
27/10/2016,00:30,Toronto Raptors,109,91,Detroit Pistons,Siakam P.,Toronto Raptors,4,0,9,21.733334,2,2,0,0,0,0,2,1,2,1,0,0,true
27/10/2016,00:30,Toronto Raptors,109,91,Detroit Pistons,Ross T.,Toronto Raptors,4,3,4,18.566668,2,4,0,1,0,0,0,2,2,2,1,0,true
27/10/2016,00:30,Toronto Raptors,109,91,Detroit Pistons,Patterson P.,Toronto Raptors,3,1,4,26.266666,1,5,0,2,1,2,0,1,2,1,0,0,true
27/10/2016,00:30,Toronto Raptors,109,91,Detroit Pistons,Gbinije M.,Detroit Pistons,2,0,0,2.1666667,0,1,0,1,2,2,0,0,0,0,0,0,false
27/10/2016,00:30,Toronto Raptors,109,91,Detroit Pistons,Johnson S.,Detroit Pistons,2,1,3,13.7,1,4,0,1,0,0,0,0,1,0,0,0,false
27/10/2016,00:30,Toronto Raptors,109,91,Detroit Pistons,Poeltl J.,Toronto Raptors,2,0,2,12.783334,1,4,0,0,0,0,2,0,5,0,0,0,true
27/10/2016,00:30,Toronto Raptors,109,91,Detroit Pistons,Ellenson H.,Detroit Pistons,0,0,2,2.1666667,0,1,0,0,0,0,1,0,0,0,0,0,false
27/10/2016,00:30,Toronto Raptors,109,91,Detroit Pistons,Marjanovic B.,Detroit Pistons,0,0,1,5.05,0,1,0,0,0,0,0,1,2,1,0,0,false
27/10/2016,00:30,Toronto Raptors,109,91,Detroit Pistons,Powell N.,Toronto Raptors,0,0,1,2.1666667,0,2,0,2,0,0,0,0,0,0,0,0,true
27/10/2016,00:30,Boston Celtics,122,117,Brooklyn Nets,Thomas I.,Boston Celtics,25,9,6,32.816666,7,14,2,7,9,9,0,2,3,2,3,0,true
27/10/2016,00:30,Boston Celtics,122,117,Brooklyn Nets,Crowder J.,Boston Celtics,21,2,5,29.183332,9,15,3,8,0,0,0,2,2,2,2,1,true
27/10/2016,00:30,Boston Celtics,122,117,Brooklyn Nets,Bogdanovic B.,Brooklyn Nets,21,0,5,23.066668,9,17,3,8,0,0,2,1,2,1,2,0,false
27/10/2016,00:30,Boston Celtics,122,117,Brooklyn Nets,Hamilton J.,Brooklyn Nets,19,2,10,25.333334,7,12,3,6,2,3,6,0,4,0,1,0,false
27/10/2016,00:30,Boston Celtics,122,117,Brooklyn Nets,Lin J.,Brooklyn Nets,18,3,3,27.566668,6,14,2,5,4,5,1,0,1,0,2,1,false
27/10/2016,00:30,Boston Celtics,122,117,Brooklyn Nets,Bradley A.,Boston Celtics,17,5,9,34.05,7,15,3,4,0,0,4,1,4,1,3,0,true
27/10/2016,00:30,Boston Celtics,122,117,Brooklyn Nets,Harris J.,Brooklyn Nets,16,3,4,25.25,6,15,4,9,0,0,0,2,3,2,3,2,false
27/10/2016,00:30,Boston Celtics,122,117,Brooklyn Nets,Zeller T.,Boston Celtics,13,3,4,16.433332,6,7,0,0,1,2,2,0,2,0,1,2,true
27/10/2016,00:30,Boston Celtics,122,117,Brooklyn Nets,Kilpatrick S.,Brooklyn Nets,13,2,4,22.233334,5,13,1,6,2,2,1,0,0,0,2,0,false
27/10/2016,00:30,Boston Celtics,122,117,Brooklyn Nets,Horford A.,Boston Celtics,11,6,5,27.15,5,8,1,4,0,0,1,0,2,0,2,4,true
27/10/2016,00:30,Boston Celtics,122,117,Brooklyn Nets,Brown J.,Boston Celtics,9,1,2,19.45,3,4,0,0,3,4,0,1,1,1,1,2,true
27/10/2016,00:30,Boston Celtics,122,117,Brooklyn Nets,Green G.,Boston Celtics,9,2,5,14.75,4,7,1,2,0,0,1,0,1,0,1,0,true
27/10/2016,00:30,Boston Celtics,122,117,Brooklyn Nets,Johnson A.,Boston Celtics,8,2,7,19.5,4,6,0,0,0,1,4,1,2,1,4,0,true
27/10/2016,00:30,Boston Celtics,122,117,Brooklyn Nets,Booker T.,Brooklyn Nets,8,5,7,24.383333,4,5,0,1,0,0,1,3,0,3,1,0,false
27/10/2016,00:30,Boston Celtics,122,117,Brooklyn Nets,Scola L.,Brooklyn Nets,8,3,1,21.633333,3,8,1,5,1,2,0,0,3,0,2,0,false
27/10/2016,00:30,Boston Celtics,122,117,Brooklyn Nets,Lopez B.,Brooklyn Nets,7,0,5,21.2,1,7,1,2,4,4,2,0,1,0,2,0,false
27/10/2016,00:30,Boston Celtics,122,117,Brooklyn Nets,Rozier T.,Boston Celtics,5,3,3,27.85,2,5,1,2,0,0,0,2,2,2,1,0,true
27/10/2016,00:30,Boston Celtics,122,117,Brooklyn Nets,Hollis-Jefferson R.,Brooklyn Nets,5,0,2,23.583334,1,3,0,1,3,4,0,1,1,1,1,0,false
27/10/2016,00:30,Boston Celtics,122,117,Brooklyn Nets,Jerebko J.,Boston Celtics,4,3,1,18.816668,1,8,0,5,2,2,0,4,1,4,1,0,true
27/10/2016,00:30,Boston Celtics,122,117,Brooklyn Nets,McCullough C.,Brooklyn Nets,2,0,2,3.65,1,2,0,0,0,0,2,0,0,0,0,0,false
27/10/2016,00:30,Boston Celtics,122,117,Brooklyn Nets,Whitehead I.,Brooklyn Nets,0,1,1,3.8666666,0,0,0,0,0,0,0,0,1,0,0,0,false
27/10/2016,00:30,Boston Celtics,122,117,Brooklyn Nets,Vasquez G.,Brooklyn Nets,0,3,0,18.233334,0,1,0,1,0,0,0,1,3,1,0,0,false
27/10/2016,01:00,Philadelphia 76ers,97,103,Oklahoma City Thunder,Westbrook R.,Oklahoma City Thunder,32,9,12,36.383335,11,21,1,2,9,11,1,0,2,0,2,0,true
27/10/2016,01:00,Philadelphia 76ers,97,103,Oklahoma City Thunder,Embiid J.,Philadelpia 76ers,20,0,7,22.416666,6,16,1,3,7,8,0,0,4,0,4,2,true
27/10/2016,01:00,Philadelphia 76ers,97,103,Oklahoma City Thunder,Kanter E.,Oklahoma City Thunder,17,0,12,24.0,7,14,0,0,3,4,5,1,3,1,0,1,true
27/10/2016,01:00,Philadelphia 76ers,97,103,Oklahoma City Thunder,Adams S.,Oklahoma City Thunder,16,1,5,35.55,7,16,0,0,2,2,2,3,4,3,2,0,true
