date,time,home-team,home-score,away-score,away-team,player,team,pts,ast,reb,min,fg,fga,3p,3pa,ft,fta,or,dr,pf,st,to,bs,result
28/10/2015,00:00,Atlanta Hawks,94,106,Detroit Pistons,Caldwell-Pope K.,Detroit Pistons,21,1,4,37.05,7,14,4,7,3,3,1,1,1,1,2,0,true
28/10/2015,00:00,Atlanta Hawks,94,106,Detroit Pistons,Schroder D.,Atlanta Hawks,20,4,3,25.366667,8,14,2,5,2,2,1,2,1,2,1,0,false
28/10/2015,00:00,Atlanta Hawks,94,106,Detroit Pistons,Millsap P.,Atlanta Hawks,19,3,8,36.0,7,15,2,6,3,4,1,0,4,0,2,0,false
28/10/2015,00:00,Atlanta Hawks,94,106,Detroit Pistons,Morris Marc.,Detroit Pistons,18,4,10,37.083332,6,19,1,4,5,6,5,0,1,0,0,0,true
28/10/2015,00:00,Atlanta Hawks,94,106,Detroit Pistons,Drummond A.,Detroit Pistons,18,3,19,37.15,6,16,0,0,6,10,8,1,4,1,2,2,true
28/10/2015,00:00,Atlanta Hawks,94,106,Detroit Pistons,Teague J.,Atlanta Hawks,18,4,2,31.866667,7,16,1,3,3,4,0,0,1,0,5,0,false
28/10/2015,00:00,Atlanta Hawks,94,106,Detroit Pistons,Ilyasova E.,Detroit Pistons,16,3,7,34.433334,6,12,3,6,1,2,3,0,4,0,3,1,true
28/10/2015,00:00,Atlanta Hawks,94,106,Detroit Pistons,Jackson R.,Detroit Pistons,15,5,8,32.116665,4,10,2,4,5,5,1,2,0,2,2,0,true
28/10/2015,00:00,Atlanta Hawks,94,106,Detroit Pistons,Horford A.,Atlanta Hawks,15,4,4,30.233334,6,11,1,3,2,3,1,2,1,2,1,3,false
28/10/2015,00:00,Atlanta Hawks,94,106,Detroit Pistons,Johnson S.,Detroit Pistons,7,3,4,24.483334,3,10,1,3,0,0,3,0,1,0,1,0,true
28/10/2015,00:00,Atlanta Hawks,94,106,Detroit Pistons,Korver K.,Atlanta Hawks,7,1,2,28.7,3,9,1,5,0,0,0,1,4,1,1,0,false
28/10/2015,00:00,Atlanta Hawks,94,106,Detroit Pistons,Baynes A.,Detroit Pistons,6,0,5,10.85,3,5,0,0,0,0,1,0,2,0,1,0,true
28/10/2015,00:00,Atlanta Hawks,94,106,Detroit Pistons,Patterson L.,Atlanta Hawks,5,2,1,18.3,1,1,1,1,2,2,0,0,4,0,0,0,false
28/10/2015,00:00,Atlanta Hawks,94,106,Detroit Pistons,Scott M.,Atlanta Hawks,4,0,1,5.483333,2,4,0,2,0,0,0,0,0,0,0,0,false
28/10/2015,00:00,Atlanta Hawks,94,106,Detroit Pistons,Splitter T.,Atlanta Hawks,4,0,4,16.3,2,5,0,0,0,0,3,0,4,0,0,1,false
28/10/2015,00:00,Atlanta Hawks,94,106,Detroit Pistons,Blake S.,Detroit Pistons,3,4,0,15.883333,1,6,1,5,0,0,0,1,1,1,3,0,true
28/10/2015,00:00,Atlanta Hawks,94,106,Detroit Pistons,Meeks J.,Detroit Pistons,2,0,2,10.95,1,4,0,0,0,0,1,0,1,0,1,0,true
28/10/2015,00:00,Atlanta Hawks,94,106,Detroit Pistons,Sefolosha T.,Atlanta Hawks,2,3,7,18.933332,1,3,0,1,0,0,1,4,1,4,0,0,false
28/10/2015,00:00,Atlanta Hawks,94,106,Detroit Pistons,Muscala M.,Atlanta Hawks,0,0,1,7.983333,0,1,0,0,0,0,0,0,2,0,1,0,false
28/10/2015,00:00,Atlanta Hawks,94,106,Detroit Pistons,Bazemore K.,Atlanta Hawks,0,1,7,20.833334,0,3,0,1,0,0,0,0,3,0,4,0,false
28/10/2015,02:30,Golden State Warriors,111,95,New Orleans Pelicans,Curry S.,Golden State Warriors,40,7,6,35.616665,14,26,5,12,7,7,3,2,1,2,2,0,true
28/10/2015,02:30,Golden State Warriors,111,95,New Orleans Pelicans,Davis A.,New Orleans Pelicans,18,2,6,34.516666,4,20,0,2,10,15,1,0,4,0,5,3,false
28/10/2015,02:30,Golden State Warriors,111,95,New Orleans Pelicans,Smith I.,New Orleans Pelicans,17,9,2,38.016666,7,13,1,2,2,4,1,3,5,3,2,0,false
28/10/2015,02:30,Golden State Warriors,111,95,New Orleans Pelicans,Gordon E.,New Orleans Pelicans,14,4,4,33.483334,5,17,2,7,2,2,0,1,1,1,4,0,false
28/10/2015,02:30,Golden State Warriors,111,95,New Orleans Pelicans,Ezeli F.,Golden State Warriors,13,1,4,17.016666,6,10,0,0,1,2,3,1,2,1,1,1,true
28/10/2015,02:30,Golden State Warriors,111,95,New Orleans Pelicans,Cunningham D.,New Orleans Pelicans,13,0,2,26.516666,5,8,2,3,1,1,1,0,2,0,0,0,false
28/10/2015,02:30,Golden State Warriors,111,95,New Orleans Pelicans,Bogut A.,Golden State Warriors,12,5,5,18.7,6,6,0,0,0,0,1,0,2,0,0,2,true
28/10/2015,02:30,Golden State Warriors,111,95,New Orleans Pelicans,Green D.,Golden State Warriors,10,2,8,29.433332,3,12,2,5,2,2,3,1,5,1,1,0,true
28/10/2015,02:30,Golden State Warriors,111,95,New Orleans Pelicans,Perkins K.,New Orleans Pelicans,10,1,4,15.883333,5,5,0,0,0,0,0,0,1,0,0,0,false
28/10/2015,02:30,Golden State Warriors,111,95,New Orleans Pelicans,Thompson K.,Golden State Warriors,9,3,4,26.433332,3,8,0,2,3,3,0,1,5,1,7,1,true
28/10/2015,02:30,Golden State Warriors,111,95,New Orleans Pelicans,Speights M.,Golden State Warriors,9,1,5,10.7,2,7,1,1,4,4,4,0,1,0,2,1,true
28/10/2015,02:30,Golden State Warriors,111,95,New Orleans Pelicans,Anderson R.,New Orleans Pelicans,9,1,6,28.666666,2,7,1,3,4,5,2,1,2,1,3,0,false
28/10/2015,02:30,Golden State Warriors,111,95,New Orleans Pelicans,Barnes H.,Golden State Warriors,8,3,9,32.7,3,12,1,5,1,2,5,1,3,1,1,0,true
28/10/2015,02:30,Golden State Warriors,111,95,New Orleans Pelicans,Gee A.,New Orleans Pelicans,8,1,5,26.933332,4,5,0,0,0,0,0,3,3,3,3,0,false
28/10/2015,02:30,Golden State Warriors,111,95,New Orleans Pelicans,Livingston S.,Golden State Warriors,6,2,4,21.333334,3,6,0,2,0,0,0,0,1,0,0,1,true
28/10/2015,02:30,Golden State Warriors,111,95,New Orleans Pelicans,Ajinca A.,New Orleans Pelicans,6,0,4,16.933332,3,7,0,0,0,0,3,0,3,0,1,0,false
28/10/2015,02:30,Golden State Warriors,111,95,New Orleans Pelicans,McAdoo J. M.,Golden State Warriors,2,0,0,2.5166667,0,0,0,0,2,2,0,1,4,1,2,0,true
28/10/2015,02:30,Golden State Warriors,111,95,New Orleans Pelicans,Iguodala A.,Golden State Warriors,2,3,5,23.383333,1,3,0,1,0,0,1,1,2,1,1,0,true
28/10/2015,02:30,Golden State Warriors,111,95,New Orleans Pelicans,Rush B.,Golden State Warriors,0,0,0,1.6666666,0,0,0,0,0,0,0,0,0,0,0,0,true
28/10/2015,02:30,Golden State Warriors,111,95,New Orleans Pelicans,Barbosa L.,Golden State Warriors,0,2,6,20.5,0,6,0,2,0,0,1,0,3,0,3,1,true
28/10/2015,02:30,Golden State Warriors,111,95,New Orleans Pelicans,Robinson N.,New Orleans Pelicans,0,3,0,19.05,0,1,0,1,0,0,0,1,5,1,0,0,false
28/10/2015,23:00,Orlando Magic,87,88,Washington Wizards,Beal B.,Washington Wizards,24,0,6,37.6,9,19,2,8,4,7,3,0,2,0,4,1,true
28/10/2015,23:00,Orlando Magic,87,88,Washington Wizards,Wall J.,Washington Wizards,22,6,7,39.383335,9,18,2,6,2,6,1,3,3,3,6,5,true
28/10/2015,23:00,Orlando Magic,87,88,Washington Wizards,Oladipo V.,Orlando Magic,17,2,11,35.966667,7,20,1,8,2,2,3,2,2,2,1,0,false
28/10/2015,23:00,Orlando Magic,87,88,Washington Wizards,Harris T.,Orlando Magic,15,3,7,31.083334,7,14,0,3,1,2,2,0,4,0,2,1,false
28/10/2015,23:00,Orlando Magic,87,88,Washington Wizards,Gordon A.,Orlando Magic,12,1,7,17.016666,4,8,0,2,4,6,4,0,0,0,0,1,false
28/10/2015,23:00,Orlando Magic,87,88,Washington Wizards,Payton E.,Orlando Magic,11,8,10,34.766666,5,15,1,3,0,0,4,1,1,1,2,0,false
28/10/2015,23:00,Orlando Magic,87,88,Washington Wizards,Hezonja M.,Orlando Magic,11,2,3,25.266666,4,9,3,5,0,0,0,0,3,0,4,0,false
28/10/2015,23:00,Orlando Magic,87,88,Washington Wizards,Humphries K.,Washington Wizards,11,0,6,26.0,4,9,1,3,2,2,2,1,2,1,3,0,true
28/10/2015,23:00,Orlando Magic,87,88,Washington Wizards,Vucevic N.,Orlando Magic,10,2,7,28.483334,5,13,0,0,0,0,1,1,4,1,2,2,false
28/10/2015,23:00,Orlando Magic,87,88,Washington Wizards,Gortat M.,Washington Wizards,10,2,8,35.65,4,6,0,0,2,2,2,0,1,0,2,2,true
28/10/2015,23:00,Orlando Magic,87,88,Washington Wizards,Porter O.,Washington Wizards,7,5,8,36.916668,3,10,1,5,0,0,2,2,1,2,1,0,true
28/10/2015,23:00,Orlando Magic,87,88,Washington Wizards,Neal G.,Washington Wizards,6,0,2,18.2,3,8,0,2,0,0,0,0,0,0,0,0,true
28/10/2015,23:00,Orlando Magic,87,88,Washington Wizards,Dedmon D.,Orlando Magic,4,0,6,14.733334,2,6,0,0,0,0,2,1,4,1,1,2,false
28/10/2015,23:00,Orlando Magic,87,88,Washington Wizards,Sessions R.,Washington Wizards,4,2,3,14.066667,0,2,0,0,4,6,0,1,1,1,0,0,true
28/10/2015,23:00,Orlando Magic,87,88,Washington Wizards,Fournier E.,Orlando Magic,3,1,4,26.983334,1,7,0,3,1,2,0,2,1,2,1,0,false
28/10/2015,23:00,Orlando Magic,87,88,Washington Wizards,Gooden D.,Washington Wizards,3,1,7,19.833334,1,6,1,4,0,0,4,0,2,0,0,1,true
28/10/2015,23:00,Orlando Magic,87,88,Washington Wizards,Smith J.,Orlando Magic,2,0,1,4.6833334,1,2,0,0,0,0,1,1,1,1,0,0,false
28/10/2015,23:00,Orlando Magic,87,88,Washington Wizards,Watson C.,Orlando Magic,2,1,0,21.016666,1,6,0,2,0,0,0,1,2,1,1,0,false
28/10/2015,23:00,Orlando Magic,87,88,Washington Wizards,Nene,Washington Wizards,1,1,2,12.35,0,6,0,0,1,2,1,1,2,1,1,0,true
28/10/2015,23:30,Toronto Raptors,106,99,Indiana Pacers,DeRozan D.,Toronto Raptors,25,6,5,35.866665,7,17,1,2,10,16,0,2,2,2,2,0,true
28/10/2015,23:30,Toronto Raptors,106,99,Indiana Pacers,Lowry K.,Toronto Raptors,23,6,3,38.966667,8,17,2,4,5,6,1,2,4,2,5,0,true
28/10/2015,23:30,Toronto Raptors,106,99,Indiana Pacers,Valanciunas J.,Toronto Raptors,21,0,15,32.283333,8,11,0,0,5,6,1,0,4,0,2,1,true
28/10/2015,23:30,Toronto Raptors,106,99,Indiana Pacers,Hill G.,Indiana Pacers,19,2,3,37.683334,6,10,5,7,2,3,0,2,5,2,2,1,false
28/10/2015,23:30,Toronto Raptors,106,99,Indiana Pacers,Miles C.,Indiana Pacers,18,1,1,35.666668,6,14,4,8,2,2,1,3,3,3,3,0,false
28/10/2015,23:30,Toronto Raptors,106,99,Indiana Pacers,George P.,Indiana Pacers,17,8,12,36.583332,4,17,0,4,9,10,3,3,3,3,3,0,false
28/10/2015,23:30,Toronto Raptors,106,99,Indiana Pacers,Stuckey R.,Indiana Pacers,16,2,4,24.2,5,13,0,1,6,6,0,1,2,1,2,0,false
28/10/2015,23:30,Toronto Raptors,106,99,Indiana Pacers,Carroll D.,Toronto Raptors,14,4,8,41.183334,5,14,1,4,3,6,2,2,2,2,2,0,true
28/10/2015,23:30,Toronto Raptors,106,99,Indiana Pacers,Mahinmi I.,Indiana Pacers,10,3,8,24.783333,5,8,0,0,0,0,3,2,6,2,1,2,false
28/10/2015,23:30,Toronto Raptors,106,99,Indiana Pacers,Ellis M.,Indiana Pacers,9,6,0,28.533333,3,11,0,1,3,4,0,2,4,2,2,0,false
28/10/2015,23:30,Toronto Raptors,106,99,Indiana Pacers,Hill J.,Indiana Pacers,8,0,8,23.25,2,7,0,0,4,6,1,1,4,1,0,0,false
28/10/2015,23:30,Toronto Raptors,106,99,Indiana Pacers,Patterson P.,Toronto Raptors,8,1,4,19.3,3,7,2,5,0,0,0,1,0,1,2,0,true
28/10/2015,23:30,Toronto Raptors,106,99,Indiana Pacers,Biyombo B.,Toronto Raptors,7,0,5,15.716666,3,6,0,0,1,1,3,0,6,0,0,1,true
28/10/2015,23:30,Toronto Raptors,106,99,Indiana Pacers,Ross T.,Toronto Raptors,5,1,0,8.45,1,4,1,2,2,2,0,0,4,0,0,0,true
28/10/2015,23:30,Toronto Raptors,106,99,Indiana Pacers,Joseph C.,Toronto Raptors,3,1,2,27.716667,1,4,0,1,1,2,0,0,1,0,3,0,true
28/10/2015,23:30,Toronto Raptors,106,99,Indiana Pacers,Allen L.,Indiana Pacers,2,0,2,12.366667,1,2,0,0,0,0,0,0,1,0,0,0,false
28/10/2015,23:30,Toronto Raptors,106,99,Indiana Pacers,Young J.,Indiana Pacers,0,0,0,2.0666666,0,0,0,0,0,0,0,0,1,0,0,0,false
28/10/2015,23:30,Toronto Raptors,106,99,Indiana Pacers,Budinger C.,Indiana Pacers,0,1,2,14.85,0,4,0,2,0,0,0,0,1,0,0,0,false
28/10/2015,23:30,Toronto Raptors,106,99,Indiana Pacers,Johnson J.,Toronto Raptors,0,0,0,3.0333333,0,0,0,0,0,0,0,0,0,0,0,0,true
28/10/2015,23:30,Toronto Raptors,106,99,Indiana Pacers,Scola L.,Toronto Raptors,0,0,8,17.483334,0,0,0,0,0,0,2,1,1,1,4,0,true
28/10/2015,23:30,Miami Heat,104,94,Charlotte Hornets,Bosh C.,Miami Heat,21,1,10,32.316666,5,13,2,5,9,10,0,1,1,1,1,1,true
28/10/2015,23:30,Miami Heat,104,94,Charlotte Hornets,Wade D.,Miami Heat,20,5,3,29.0,7,16,0,0,6,6,1,0,2,0,1,1,true
28/10/2015,23:30,Miami Heat,104,94,Charlotte Hornets,Walker K.,Charlotte Hornets,19,4,4,34.683334,5,16,1,4,8,9,1,2,2,2,0,1,false
28/10/2015,23:30,Miami Heat,104,94,Charlotte Hornets,Green G.,Miami Heat,19,1,1,30.416666,7,15,5,8,0,0,0,0,4,0,2,0,true
28/10/2015,23:30,Miami Heat,104,94,Charlotte Hornets,Jefferson A.,Charlotte Hornets,17,1,5,21.766666,8,14,0,0,1,3,2,1,1,1,1,0,false
28/10/2015,23:30,Miami Heat,104,94,Charlotte Hornets,Lin J.,Charlotte Hornets,17,2,1,27.016666,5,10,2,3,5,6,0,0,3,0,2,0,false
28/10/2015,23:30,Miami Heat,104,94,Charlotte Hornets,Deng L.,Miami Heat,13,1,3,30.416666,5,8,3,3,0,0,1,1,2,1,1,1,true
28/10/2015,23:30,Miami Heat,104,94,Charlotte Hornets,Williams Ma.,Charlotte Hornets,10,3,10,37.866665,4,10,0,5,2,2,2,0,1,0,1,0,false
28/10/2015,23:30,Miami Heat,104,94,Charlotte Hornets,Batum N.,Charlotte Hornets,9,3,6,32.5,3,12,2,6,1,2,2,0,3,0,3,0,false
28/10/2015,23:30,Miami Heat,104,94,Charlotte Hornets,Chalmers M.,Miami Heat,8,4,3,17.116667,1,3,1,2,5,5,0,2,2,2,2,0,true
28/10/2015,23:30,Miami Heat,104,94,Charlotte Hornets,Dragic G.,Miami Heat,8,6,1,30.883333,4,8,0,0,0,0,0,0,4,0,1,2,true
28/10/2015,23:30,Miami Heat,104,94,Charlotte Hornets,Zeller C.,Charlotte Hornets,7,0,12,29.983334,2,4,0,0,3,4,4,1,2,1,1,0,false
28/10/2015,23:30,Miami Heat,104,94,Charlotte Hornets,Hawes S.,Charlotte Hornets,7,0,3,18.316668,3,5,0,1,1,2,0,0,2,0,0,0,false
28/10/2015,23:30,Miami Heat,104,94,Charlotte Hornets,Haslem U.,Miami Heat,6,1,4,10.633333,3,4,0,1,0,0,0,1,2,1,1,0,true
28/10/2015,23:30,Miami Heat,104,94,Charlotte Hornets,Roberts B.,Charlotte Hornets,5,1,1,13.316667,2,6,0,0,1,1,0,0,1,0,0,0,false
28/10/2015,23:30,Miami Heat,104,94,Charlotte Hornets,Winslow J.,Miami Heat,5,2,7,25.5,2,2,1,1,0,0,0,0,4,0,2,0,true
28/10/2015,23:30,Miami Heat,104,94,Charlotte Hornets,Whiteside H.,Miami Heat,4,0,6,20.25,2,4,0,0,0,0,0,0,3,0,2,2,true
28/10/2015,23:30,Miami Heat,104,94,Charlotte Hornets,Hairston P.,Charlotte Hornets,3,2,0,18.433332,1,5,1,4,0,0,0,0,1,0,0,0,false
28/10/2015,23:30,Miami Heat,104,94,Charlotte Hornets,Kaminsky F.,Charlotte Hornets,0,0,1,6.116667,0,2,0,1,0,0,0,0,0,0,0,0,false
28/10/2015,23:30,Miami Heat,104,94,Charlotte Hornets,McRoberts J.,Miami Heat,0,2,3,13.466666,0,0,0,0,0,0,0,0,1,0,0,0,true
28/10/2015,23:30,Detroit Pistons,92,87,Utah Jazz,Favors D.,Utah Jazz,26,1,6,34.7,10,15,0,0,6,8,2,1,3,1,2,1,false
28/10/2015,23:30,Detroit Pistons,92,87,Utah Jazz,Jackson R.,Detroit Pistons,19,4,2,31.25,7,14,1,3,4,7,0,0,1,0,4,0,true
28/10/2015,23:30,Detroit Pistons,92,87,Utah Jazz,Burks A.,Utah Jazz,18,1,6,26.433332,6,14,0,0,6,7,0,0,4,0,0,0,false
28/10/2015,23:30,Detroit Pistons,92,87,Utah Jazz,Drummond A.,Detroit Pistons,18,0,10,36.116665,5,11,0,0,8,11,2,1,2,1,0,2,true
28/10/2015,23:30,Detroit Pistons,92,87,Utah Jazz,Caldwell-Pope K.,Detroit Pistons,16,1,5,35.8,5,11,2,5,4,4,0,0,2,0,2,1,true
28/10/2015,23:30,Detroit Pistons,92,87,Utah Jazz,Morris Marc.,Detroit Pistons,14,1,6,35.483334,5,10,1,1,3,3,1,0,3,0,2,0,true
28/10/2015,23:30,Detroit Pistons,92,87,Utah Jazz,Hayward G.,Utah Jazz,13,1,4,35.45,5,11,0,2,3,6,1,1,3,1,4,1,false
28/10/2015,23:30,Detroit Pistons,92,87,Utah Jazz,Hood R.,Utah Jazz,12,6,4,29.416666,6,15,0,7,0,0,1,0,5,0,1,0,false
28/10/2015,23:30,Detroit Pistons,92,87,Utah Jazz,Johnson S.,Detroit Pistons,11,0,5,19.583334,3,10,1,3,4,4,2,0,3,0,0,0,true
28/10/2015,23:30,Detroit Pistons,92,87,Utah Jazz,Neto R.,Utah Jazz,8,3,1,26.45,3,6,2,2,0,0,0,0,1,0,1,0,false
28/10/2015,23:30,Detroit Pistons,92,87,Utah Jazz,Ilyasova E.,Detroit Pistons,8,1,2,21.766666,3,6,2,4,0,0,0,1,4,1,1,0,true
28/10/2015,23:30,Detroit Pistons,92,87,Utah Jazz,Gobert R.,Utah Jazz,6,1,12,37.416668,3,6,0,0,0,0,0,1,4,1,3,3,false
28/10/2015,23:30,Detroit Pistons,92,87,Utah Jazz,Ingles J.,Utah Jazz,4,0,2,16.383333,2,4,0,1,0,0,0,0,1,0,0,0,false
28/10/2015,23:30,Detroit Pistons,92,87,Utah Jazz,Baynes A.,Detroit Pistons,4,0,3,11.883333,1,4,0,0,2,2,2,0,3,0,0,1,true
28/10/2015,23:30,Detroit Pistons,92,87,Utah Jazz,Blake S.,Detroit Pistons,2,7,4,16.75,1,3,0,1,0,0,0,0,0,0,1,0,true
28/10/2015,23:30,Detroit Pistons,92,87,Utah Jazz,Lyles T.,Utah Jazz,0,1,1,8.233334,0,1,0,0,0,0,0,0,0,0,0,0,false
28/10/2015,23:30,Detroit Pistons,92,87,Utah Jazz,Millsap E.,Utah Jazz,0,0,1,9.933333,0,1,0,0,0,0,0,1,2,1,0,0,false
28/10/2015,23:30,Detroit Pistons,92,87,Utah Jazz,Burke T.,Utah Jazz,0,1,1,15.583333,0,2,0,0,0,0,0,0,2,0,1,0,false
28/10/2015,23:30,Detroit Pistons,92,87,Utah Jazz,Bullock R.,Detroit Pistons,0,0,0,6.2,0,1,0,1,0,0,0,0,0,0,0,0,true
28/10/2015,23:30,Detroit Pistons,92,87,Utah Jazz,Meeks J.,Detroit Pistons,0,0,0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,true
28/10/2015,23:30,Detroit Pistons,92,87,Utah Jazz,Tolliver A.,Detroit Pistons,0,2,6,19.166666,0,3,0,1,0,3,1,0,1,0,0,0,true
28/10/2015,23:30,Brooklyn Nets,100,115,Chicago Bulls,Lopez B.,Brooklyn Nets,26,2,7,33.333332,10,17,0,0,6,7,4,0,2,0,3,1,false
28/10/2015,23:30,Brooklyn Nets,100,115,Chicago Bulls,Butler J.,Chicago Bulls,24,6,4,34.316666,9,11,3,3,3,3,1,2,0,2,1,0,true
28/10/2015,23:30,Brooklyn Nets,100,115,Chicago Bulls,Mirotic N.,Chicago Bulls,18,1,9,29.616667,5,10,4,8,4,4,0,2,3,2,2,1,true
28/10/2015,23:30,Brooklyn Nets,100,115,Chicago Bulls,Bargnani A.,Brooklyn Nets,17,0,7,22.15,6,13,0,1,5,5,2,1,4,1,1,1,false
28/10/2015,23:30,Brooklyn Nets,100,115,Chicago Bulls,Gasol P.,Chicago Bulls,16,3,9,30.233334,7,11,0,0,2,2,1,0,2,0,3,1,true
28/10/2015,23:30,Brooklyn Nets,100,115,Chicago Bulls,Rose D.,Chicago Bulls,15,3,2,29.433332,5,11,0,1,5,5,0,1,2,1,2,0,true
28/10/2015,23:30,Brooklyn Nets,100,115,Chicago Bulls,Young T.,Brooklyn Nets,12,0,5,24.466667,6,12,0,0,0,0,3,1,4,1,3,0,false
28/10/2015,23:30,Brooklyn Nets,100,115,Chicago Bulls,Brooks A.,Chicago Bulls,12,3,1,16.4,5,9,2,6,0,0,0,1,4,1,1,0,true
28/10/2015,23:30,Brooklyn Nets,100,115,Chicago Bulls,Johnson J.,Brooklyn Nets,10,3,10,32.35,4,15,0,2,2,3,4,1,3,1,0,0,false
28/10/2015,23:30,Brooklyn Nets,100,115,Chicago Bulls,Snell T.,Chicago Bulls,10,0,5,21.75,3,7,2,4,2,2,0,0,3,0,0,0,true
28/10/2015,23:30,Brooklyn Nets,100,115,Chicago Bulls,Bogdanovic B.,Brooklyn Nets,9,1,1,28.733334,3,8,0,2,3,3,0,0,1,0,2,0,false
28/10/2015,23:30,Brooklyn Nets,100,115,Chicago Bulls,Moore E.,Chicago Bulls,9,0,0,16.95,4,5,1,2,0,0,0,1,0,1,2,0,true
28/10/2015,23:30,Brooklyn Nets,100,115,Chicago Bulls,Hollis-Jefferson R.,Brooklyn Nets,8,0,5,24.25,4,6,0,0,0,0,0,2,0,2,1,1,false
28/10/2015,23:30,Brooklyn Nets,100,115,Chicago Bulls,McDermott D.,Chicago Bulls,8,1,2,20.2,3,7,2,4,0,0,1,0,2,0,3,0,true
28/10/2015,23:30,Brooklyn Nets,100,115,Chicago Bulls,Brown M.,Brooklyn Nets,6,2,1,9.316667,2,4,0,1,2,4,0,0,0,0,0,0,false
28/10/2015,23:30,Brooklyn Nets,100,115,Chicago Bulls,Larkin S.,Brooklyn Nets,6,8,0,23.216667,3,8,0,2,0,0,0,3,3,3,2,1,false
28/10/2015,23:30,Brooklyn Nets,100,115,Chicago Bulls,Robinson T.,Brooklyn Nets,4,2,5,14.666667,1,3,0,0,2,4,2,2,0,2,1,0,false
28/10/2015,23:30,Brooklyn Nets,100,115,Chicago Bulls,Gibson T.,Chicago Bulls,3,0,1,18.383333,1,4,0,0,1,2,1,0,3,0,3,0,true
