date,time,home-team,home-score,away-score,away-team,pts,ast,reb,min,fg,fga,3p,3pa,ft,fta,or,dr,pf,st,to,bs,result
16/01/2018,01:00,Oklahoma City Thunder,95,88,Sacramento Kings,1.2076305261829923,0.20313549362199046,0.48152833129097905,-1.2898700207812936,0.3183008361478614,0.7467343368419108,0.14532244063815947,0.5002508526039564,0.4257064473765313,0.5439807272859352,0.2218480894994972,0.08476238792425783,-0.09867933509269111,0.08476238792425783,0.07706129479098744,-0.013240452452028206,true
16/01/2018,01:00,Cleveland Cavaliers,108,118,Golden State Warriors,-2.3514328387026717,-0.5995884645706866,-0.20275296719689795,-2.714811439108951,-0.8651517942537228,-1.5649543373617671,-0.3801404268947649,-0.7975466403719038,-0.24098848161849817,-0.18042329172441418,0.09164828537590802,-0.12858615527412331,-0.1437058053283231,-0.12858615527412331,-0.20694410124872487,-0.2865390407926707,false
16/01/2018,03:30,Los Angeles Clippers,113,102,Houston Rockets,-0.9290048267389208,0.2544892633365634,-1.2013316192458094,-4.146703252127363,-0.38874439232105473,-0.5966217172412422,-0.6308494574815128,-1.5770636289603517,0.479333238293965,0.5761042504116147,-0.317990770359898,-0.17693329840081673,-0.20606223605841256,-0.17693329840081673,0.09117488598817214,-0.06499654859945175,true
16/01/2018,02:00,Utah Jazz,94,109,Indiana Pacers,0.3751723361813264,0.140844084829421,0.18664766043047498,2.130809524775758,0.04425174186808167,0.5155882928508353,0.16568910562169725,0.6008789566582022,0.12097937943649872,0.09756396518979482,-0.02060998483796006,0.06415021691028133,0.33191097602679687,0.06415021691028133,0.1852589782431494,0.07729223968828192,false
13/02/2018,00:00,Philadelphia 76ers,108,92,New York Knicks,1.8703858876945585,-0.10885058469800324,0.9029605632035138,2.4364260176699304,0.5739220031886392,0.9235369648017739,0.36555807251886935,0.6346634672488887,0.3553082767381577,0.540677189731134,0.22662351973189987,0.2024393664469437,0.3296256652907805,0.2024393664469437,0.3958588715343805,0.11669208381806437,false
13/02/2018,00:30,Brooklyn Nets,101,114,Los Angeles Clippers,-2.5381952701348114,-0.31819620660576353,-0.7764841273714791,-4.7540215055464365,-1.0954070915053644,-2.0504589931797295,0.025002185642452268,-0.05663232093423343,-0.37238327576482066,-0.5545157571414503,-0.07953179830119428,-0.20442278115447965,-0.1682405637258717,-0.20442278115447965,-0.13331144395733496,-0.05682634112902432,false
13/02/2018,02:00,Utah Jazz,101,99,San Antonio Spurs,0.6169528098557562,-0.4072302019976999,0.22155239461476262,-0.19375037526636874,0.1777689205475408,0.06928561214221407,0.017918289309677093,-0.011013392367878794,0.24349650230288056,0.3139345907393878,0.1789750103570275,0.0016482779986131124,0.23730106538849793,0.0016482779986131124,-0.016539187317065385,0.08206648343298822,true
13/02/2018,01:00,Chicago Bulls,105,101,Orlando Magic,2.3222950532701025,0.4110027649194443,1.4653036486664524,5.232608957438131,0.865247802981846,2.252636461094185,0.339414558785578,0.939429032871361,0.2523850175078939,0.3301068444609674,0.24967722401218495,0.13971758322703481,0.25055256770478174,0.13971758322703481,0.1465533906358425,0.04559252527774685,true
13/02/2018,03:30,Golden State Warriors,129,83,Phoenix Suns,1.773494539459624,0.4933830335379965,-0.5666978730587071,-0.8597021926707331,0.503615504298176,0.6834891613170324,0.4787470432389284,0.9241173980673885,0.28751646523654906,0.09584242871783699,-0.3848461475241903,-0.007583157737739099,-0.34843417960892487,-0.007583157737739099,0.08372555822964589,0.053197655222789075,true
13/02/2018,00:00,Detroit Pistons,103,118,New Orleans Pelicans,-0.8819585768535614,0.21425281745244318,0.319984246847659,-0.4493825951100572,-0.310423376464366,-0.38306433154953634,-0.18300888633865942,-0.3156874334675499,-0.07810279169205914,-0.018030006775657137,0.19594986077830445,0.0011095957733197603,0.24754296173175594,0.0011095957733197603,0.08911100301986408,-0.17560920314764145,false
02/12/2017,18:00,Boston Celtics,116,111,Phoenix Suns,2.363336497651238,0.7161882880585366,1.0550935624931612,5.097882837797902,0.730721550983402,1.6371780244115817,0.47606761117567753,1.085618804340656,0.4258258764203875,0.56078670189566,0.07921905320909184,0.2736513400005312,0.20451604786796063,0.2736513400005312,0.18955645726981407,0.07099556719412592,true
02/12/2017,19:00,Dallas Mavericks,108,82,Los Angeles Clippers,1.4890485581693733,0.46793946306922407,0.1904029570431378,2.8235387517348354,0.5167338187991313,1.6601097177271993,0.27734649735331807,0.8275427104830257,0.1782344904394505,0.17284336868622296,-0.21511833063880903,0.009115094521000289,0.08905297899479503,0.009115094521000289,0.13879743341425022,-0.09266920835429765,true
02/12/2017,20:00,Brooklyn Nets,102,114,Atlanta Hawks,0.9007116540933531,-0.21643918354481606,1.1563654650460542,1.9376211985352754,0.24124156775456607,0.34093815010926853,0.07752139154500537,0.31987539228943196,0.34070708845472664,0.5521601625623918,0.4100588460326073,-0.07762602493191328,0.43338670115941313,-0.07762602493191328,-0.08900150781581273,0.11892176584629088,false
02/12/2017,00:00,Orlando Magic,112,133,Golden State Warriors,-0.2757382997174558,0.22540231364535557,0.33978019317041586,1.782325463555102,-0.02681893170994254,0.06043204239689004,-0.199632382056656,-0.4453291838588551,-0.02246777791799759,0.16593056840796594,0.13735490636909742,0.05120535546486771,0.1077686437585974,0.05120535546486771,0.04983438007745833,-0.16128961541201176,false
