date,time,home-team,home-score,away-score,away-team,pts,ast,reb,min,fg,fga,3p,3pa,ft,fta,or,dr,pf,st,to,bs,result
16/01/2018,01:00,Oklahoma City Thunder,95,88,Sacramento Kings,2.8877248764038086,0.8390860557556152,0.7351036071777344,2.4737930297851562,0.7350878715515137,2.037015438079834,0.36072462797164917,1.1440789699554443,1.0568246841430664,1.2561545372009277,0.14234107732772827,0.28041863441467285,0.2037574052810669,0.28041863441467285,0.35043489933013916,0.050912827253341675,true
16/01/2018,01:00,Cleveland Cavaliers,108,118,Golden State Warriors,0.43087291717529297,-0.1759777069091797,0.5087499618530273,1.5202693939208984,0.04319286346435547,0.5056781768798828,0.027092933654785156,0.1868600845336914,0.31793296337127686,0.4924478530883789,0.17341017723083496,-0.10714542865753174,-9.551048278808594E-4,-0.10714542865753174,0.012083053588867188,-0.22189614176750183,false
16/01/2018,03:30,Los Angeles Clippers,113,102,Houston Rockets,-1.0627822875976562,-0.16965770721435547,-0.7385365962982178,-3.7808494567871094,-0.3732643127441406,-1.1066513061523438,-0.5869861841201782,-1.4342329502105713,0.273618221282959,0.3925590515136719,-0.2469083070755005,-0.26086264848709106,-0.059586167335510254,-0.26086264848709106,-0.04890751838684082,0.08290654420852661,true
16/01/2018,02:00,Utah Jazz,94,109,Indiana Pacers,0.23225975036621094,0.5467605590820312,-0.008022785186767578,1.9490280151367188,-0.16518712043762207,0.009200096130371094,0.2631678581237793,0.7090258598327637,0.29970860481262207,0.3358272314071655,-0.06287270784378052,0.17819452285766602,0.3528667688369751,0.17819452285766602,0.20396864414215088,0.10333296656608582,false
15/03/2016,23:30,Brooklyn Nets,131,114,Philadelphia 76ers,1.2334604263305664,-0.8609676361083984,-0.3017399311065674,-0.12353515625,0.4722905158996582,0.6185555458068848,-0.0075713396072387695,-0.04636490345001221,0.2964504361152649,0.2672005891799927,0.024614036083221436,-0.05407083034515381,-0.22683215141296387,-0.05407083034515381,-0.3224443793296814,-0.0538560152053833,true
15/03/2016,23:00,Orlando Magic,116,110,Denver Nuggets,1.0705766677856445,0.32433414459228516,0.09429216384887695,2.4255542755126953,0.3075246810913086,0.8806533813476562,0.2768963575363159,0.6777851581573486,0.17863118648529053,0.2608006000518799,-0.0940517783164978,0.043274760246276855,-0.012752532958984375,0.043274760246276855,0.14567780494689941,-0.022519081830978394,true
15/03/2016,02:00,Phoenix Suns,107,104,Minnesota Timberwolves,-1.357497215270996,-0.5434352159500122,-0.5016608238220215,-2.347566604614258,-0.6579751968383789,-1.078904151916504,0.3775874376296997,0.9867366552352905,-0.41913533210754395,-0.5637006759643555,-0.2291254997253418,-0.0727308988571167,-0.05301547050476074,-0.0727308988571167,-0.18092787265777588,-0.21854805946350098,true
15/03/2016,23:00,Indiana Pacers,103,98,Boston Celtics,0.5935802459716797,-0.12625408172607422,-0.18833637237548828,1.309591293334961,0.15116357803344727,0.24962615966796875,-0.03458517789840698,-0.18645596504211426,0.3269948959350586,0.44472384452819824,-0.3042268753051758,0.09598344564437866,-0.15759491920471191,0.09598344564437866,0.025511622428894043,0.12679511308670044,true
15/03/2016,02:30,Golden State Warriors,125,107,New Orleans Pelicans,0.6927013397216797,0.6803445816040039,-0.0066890716552734375,0.13115692138671875,0.2508280277252197,0.23029661178588867,0.27457231283187866,0.4426523447036743,-0.08352696895599365,-0.10801100730895996,-0.07121849060058594,0.06470787525177002,0.05718338489532471,0.06470787525177002,0.2176525592803955,-0.07176461815834045,true
15/03/2016,00:00,Houston Rockets,130,81,Memphis Grizzlies,4.3484954833984375,0.34593474864959717,0.9653081893920898,3.764942169189453,1.394906759262085,2.6668200492858887,0.4654586911201477,1.208374261856079,1.0945749878883362,1.6176170110702515,0.028293490409851074,0.17204833030700684,0.28772664070129395,0.17204833030700684,0.6091527938842773,0.014550447463989258,true
15/03/2016,02:30,Utah Jazz,94,85,Cleveland Cavaliers,-4.8109965324401855,-0.7701330184936523,-1.4191889762878418,-6.591924667358398,-1.5679535865783691,-3.2876787185668945,-0.6234716773033142,-1.5268669128417969,-1.0516177415847778,-1.2649768590927124,-0.22542095184326172,-0.16429764032363892,-0.44457101821899414,-0.16429764032363892,-0.39666271209716797,0.03336337208747864,true
15/03/2016,00:00,Washington Wizards,124,81,Detroit Pistons,1.8261222839355469,0.6958898305892944,0.04377460479736328,3.0368423461914062,0.682366132736206,1.3817462921142578,-0.052396297454833984,-0.18084430694580078,0.4981938600540161,0.6206798553466797,-0.08353942632675171,0.21001267433166504,0.2363426685333252,0.21001267433166504,0.34532999992370605,0.04059097170829773,true
15/03/2016,00:00,Oklahoma City Thunder,128,94,Portland Trail Blazers,2.3368749618530273,0.4497988224029541,0.704676628112793,2.490386962890625,0.7733752727508545,1.450026512145996,0.14248871803283691,0.3860570192337036,0.6517194509506226,0.7002363204956055,0.2810080647468567,0.13133054971694946,0.2905466556549072,0.13133054971694946,0.341192364692688,0.18618306517601013,true
28/03/2017,00:30,New York Knicks,109,95,Detroit Pistons,0.9252376556396484,0.3857966661453247,-0.3734424114227295,0.33613014221191406,0.23828816413879395,0.6807866096496582,0.136061429977417,0.31423306465148926,0.3044089078903198,0.13209152221679688,-0.12264955043792725,0.027075350284576416,0.15032672882080078,0.027075350284576416,0.21054726839065552,0.138899028301239,true
