min,date,pf,home-score,fg,reb,or,time,away-score,pts,ast,3pa,fga,away-team,3p,team,st,ft,dr,bs,player,fta,home-team,to
35.933334,21.11.2017,3,114,9,5,1,01:00,107,26,4,10,17,Oklahoma City Thunder,6,OKL,5,2,5,0,George P.,2,New Orleans Pelicans,2
38.616665,21.11.2017,3,114,6,16,3,01:00,107,22,12,7,19,Oklahoma City Thunder,2,OKL,3,8,3,0,Westbrook R.,10,New Orleans Pelicans,3
35.083332,21.11.2017,3,114,7,9,2,01:00,107,19,2,9,19,Oklahoma City Thunder,2,OKL,4,3,4,0,Anthony C.,4,New Orleans Pelicans,3
33.616665,21.11.2017,3,114,7,4,1,01:00,107,18,2,7,16,Oklahoma City Thunder,2,NOP,1,2,1,0,Holiday J.,3,New Orleans Pelicans,0
26.05,21.11.2017,2,114,7,9,2,01:00,107,18,4,5,17,Oklahoma City Thunder,0,NOP,2,4,2,1,Cousins D.,4,New Orleans Pelicans,3
25.666666,21.11.2017,4,114,7,3,2,01:00,107,15,1,0,9,Oklahoma City Thunder,0,OKL,0,1,0,1,Adams S.,2,New Orleans Pelicans,3
31.3,21.11.2017,2,114,5,1,0,01:00,107,12,0,4,9,Oklahoma City Thunder,1,NOP,2,1,2,0,Moore E.,2,New Orleans Pelicans,1
21.5,21.11.2017,2,114,4,7,1,01:00,107,11,4,4,5,Oklahoma City Thunder,3,NOP,0,0,0,0,Miller D.,0,New Orleans Pelicans,2
19.033333,21.11.2017,1,114,4,0,0,01:00,107,10,1,1,7,Oklahoma City Thunder,0,OKL,0,2,0,0,Grant J.,4,New Orleans Pelicans,1
18.233334,21.11.2017,3,114,4,1,0,01:00,107,9,4,2,5,Oklahoma City Thunder,1,NOP,1,0,1,0,Nelson J.,0,New Orleans Pelicans,2
16.416666,21.11.2017,1,114,2,1,0,01:00,107,7,1,4,6,Oklahoma City Thunder,1,OKL,0,2,0,0,Abrines A.,2,New Orleans Pelicans,0
18.35,21.11.2017,2,114,3,6,1,01:00,107,6,1,0,4,Oklahoma City Thunder,0,NOP,1,0,1,0,Allen T.,1,New Orleans Pelicans,1
23.133333,21.11.2017,1,114,2,2,0,01:00,107,6,1,3,7,Oklahoma City Thunder,0,OKL,1,2,1,0,Felton R.,2,New Orleans Pelicans,0
30.5,21.11.2017,3,114,2,2,0,01:00,107,4,8,1,4,Oklahoma City Thunder,0,NOP,1,0,1,0,Rondo R.,0,New Orleans Pelicans,1
27.816668,21.11.2017,2,114,1,2,0,01:00,107,2,0,0,1,Oklahoma City Thunder,0,OKL,1,0,1,1,Roberson A.,0,New Orleans Pelicans,1
15.916667,21.11.2017,2,114,0,4,1,01:00,107,0,0,1,1,Oklahoma City Thunder,0,NOP,0,0,0,0,Cunningham D.,0,New Orleans Pelicans,2
12.916667,21.11.2017,4,114,0,0,0,01:00,107,0,0,0,1,Oklahoma City Thunder,0,OKL,0,0,0,0,Patterson P.,0,New Orleans Pelicans,1
3.3,21.11.2017,3,114,0,1,1,01:00,107,0,0,0,2,Oklahoma City Thunder,0,OKL,0,0,0,0,Johnson D.,0,New Orleans Pelicans,0
2.0833333,21.11.2017,0,114,0,1,0,01:00,107,0,0,1,1,Oklahoma City Thunder,0,OKL,0,0,0,0,Huestis J.,0,New Orleans Pelicans,0
36.716667,21.11.2017,1,88,10,0,0,01:00,99,23,5,5,16,Washington Wizards,2,WAS,1,1,1,1,Beal B.,2,Milwaukee Bucks,4
39.166668,21.11.2017,3,88,8,8,1,01:00,99,23,4,3,21,Washington Wizards,0,MIL,0,7,0,3,Antetokounmpo G.,9,Milwaukee Bucks,0
22.966667,21.11.2017,1,88,6,4,1,01:00,99,18,0,5,8,Washington Wizards,3,WAS,0,3,0,0,Oubre K.,3,Milwaukee Bucks,0
31.166666,21.11.2017,1,88,5,1,0,01:00,99,15,6,3,13,Washington Wizards,1,WAS,0,4,0,0,Wall J.,5,Milwaukee Bucks,2
38.683334,21.11.2017,5,88,5,6,0,01:00,99,15,3,4,13,Washington Wizards,0,MIL,1,5,1,0,Middleton K.,6,Milwaukee Bucks,3
35.316666,21.11.2017,2,88,6,3,1,01:00,99,14,2,4,13,Washington Wizards,1,MIL,6,1,6,2,Bledsoe E.,2,Milwaukee Bucks,3
39.166668,21.11.2017,2,88,5,11,2,01:00,99,12,4,7,12,Washington Wizards,2,WAS,3,0,3,0,Porter O.,0,Milwaukee Bucks,3
25.916666,21.11.2017,3,88,5,7,2,01:00,99,11,0,3,8,Washington Wizards,1,WAS,0,0,0,0,Morris Mark.,0,Milwaukee Bucks,2
35.466667,21.11.2017,0,88,4,15,3,01:00,99,10,3,0,10,Washington Wizards,0,WAS,0,2,0,0,Gortat M.,4,Milwaukee Bucks,1
30.816668,21.11.2017,1,88,4,3,1,01:00,99,10,1,4,7,Washington Wizards,1,MIL,1,1,1,0,Snell T.,2,Milwaukee Bucks,1
25.95,21.11.2017,1,88,5,10,3,01:00,99,10,2,0,8,Washington Wizards,0,MIL,0,0,0,2,Henson J.,0,Milwaukee Bucks,1
14.633333,21.11.2017,4,88,4,0,0,01:00,99,8,0,1,6,Washington Wizards,0,MIL,1,0,1,0,Payton G.,0,Milwaukee Bucks,1
19.233334,21.11.2017,2,88,2,2,0,01:00,99,6,1,1,4,Washington Wizards,0,WAS,0,2,0,0,Meeks J.,3,Milwaukee Bucks,0
17.316668,21.11.2017,0,88,2,0,0,01:00,99,6,2,3,5,Washington Wizards,2,MIL,0,0,0,0,Liggins D.,0,Milwaukee Bucks,0
12.533334,21.11.2017,5,88,1,4,0,01:00,99,2,1,0,1,Washington Wizards,0,WAS,0,0,0,0,Mahinmi I.,0,Milwaukee Bucks,2
16.833334,21.11.2017,3,88,1,2,0,01:00,99,2,3,0,2,Washington Wizards,0,WAS,0,0,0,0,Frazier T.,0,Milwaukee Bucks,2
20.416666,21.11.2017,2,88,1,2,0,01:00,99,2,1,1,2,Washington Wizards,0,MIL,1,0,1,0,Maker T.,0,Milwaukee Bucks,0
17.7,21.11.2017,1,88,0,1,0,01:00,99,0,2,2,4,Washington Wizards,0,MIL,0,0,0,0,Brogdon M.,0,Milwaukee Bucks,0
37.416668,21.11.2017,3,92,8,8,1,01:00,100,24,0,6,17,Portland Trail Blazers,3,POR,0,5,0,0,McCollum C.,5,Memphis Grizzlies,3
33.833332,21.11.2017,1,92,5,3,0,01:00,100,21,4,4,15,Portland Trail Blazers,1,POR,0,10,0,0,Lillard D.,10,Memphis Grizzlies,2
32.516666,21.11.2017,5,92,7,6,0,01:00,100,21,6,3,12,Portland Trail Blazers,1,MEM,1,6,1,0,Chalmers M.,7,Memphis Grizzlies,0
31.383333,21.11.2017,2,92,7,3,1,01:00,100,20,3,3,15,Portland Trail Blazers,1,MEM,0,5,0,1,Evans T.,6,Memphis Grizzlies,0
39.666668,21.11.2017,3,92,7,12,2,01:00,100,19,7,8,20,Portland Trail Blazers,3,MEM,1,2,1,2,Gasol M.,4,Memphis Grizzlies,4
27.116667,21.11.2017,1,92,5,4,0,01:00,100,16,3,2,13,Portland Trail Blazers,1,POR,1,5,1,1,Napier S.,6,Memphis Grizzlies,2
30.883333,21.11.2017,3,92,4,18,5,01:00,100,11,1,0,8,Portland Trail Blazers,0,POR,0,3,0,3,Vonleh N.,4,Memphis Grizzlies,1
33.9,21.11.2017,4,92,4,5,0,01:00,100,11,2,2,10,Portland Trail Blazers,0,MEM,2,3,2,0,Green Ja.,3,Memphis Grizzlies,1
30.916666,21.11.2017,4,92,3,7,3,01:00,100,10,0,0,13,Portland Trail Blazers,0,POR,0,4,0,1,Nurkic J.,5,Memphis Grizzlies,3
16.683332,21.11.2017,4,92,4,4,1,01:00,100,8,1,0,4,Portland Trail Blazers,0,POR,0,0,0,0,Leonard M.,0,Memphis Grizzlies,1
16.0,21.11.2017,3,92,3,1,0,01:00,100,8,0,4,9,Portland Trail Blazers,1,MEM,0,1,0,1,McLemore B.,1,Memphis Grizzlies,0
24.15,21.11.2017,1,92,2,2,0,01:00,100,6,3,4,8,Portland Trail Blazers,2,MEM,1,0,1,0,Parsons C.,0,Memphis Grizzlies,1
20.583334,21.11.2017,2,92,2,4,2,01:00,100,4,0,1,3,Portland Trail Blazers,0,POR,0,0,0,3,Harkless M.,0,Memphis Grizzlies,1
29.566668,21.11.2017,3,92,2,2,0,01:00,100,4,2,0,3,Portland Trail Blazers,0,MEM,0,0,0,1,Brooks D.,0,Memphis Grizzlies,0
16.466667,21.11.2017,2,92,1,5,1,01:00,100,3,1,0,2,Portland Trail Blazers,0,POR,0,1,0,0,Davis E.,2,Memphis Grizzlies,1
5.9333334,21.11.2017,1,92,1,1,0,01:00,100,3,1,1,2,Portland Trail Blazers,1,POR,0,0,0,1,Connaughton P.,0,Memphis Grizzlies,1
13.5,21.11.2017,3,92,1,3,1,01:00,100,3,0,0,1,Portland Trail Blazers,0,MEM,0,1,0,2,Davis D.,2,Memphis Grizzlies,2
20.166666,21.11.2017,2,92,0,6,2,01:00,100,0,0,1,6,Portland Trail Blazers,0,POR,0,0,0,0,Turner E.,0,Memphis Grizzlies,0
8.55,21.11.2017,0,92,0,0,0,01:00,100,0,0,2,3,Portland Trail Blazers,0,MEM,1,0,1,1,Martin J.,0,Memphis Grizzlies,0
3.0,21.11.2017,1,92,0,0,0,01:00,100,0,0,3,3,Portland Trail Blazers,0,MEM,0,0,0,1,Harrison A.,0,Memphis Grizzlies,0
7.7833333,21.11.2017,1,92,0,1,1,01:00,100,0,0,1,2,Portland Trail Blazers,0,MEM,0,0,0,0,Ennis J.,0,Memphis Grizzlies,0
39.166668,21.11.2017,2,96,11,11,5,01:30,85,22,2,2,24,Atlanta Hawks,0,SAS,0,0,0,1,Aldridge L.,0,San Antonio Spurs,2
36.15,21.11.2017,5,96,10,9,4,01:30,85,21,0,0,12,Atlanta Hawks,0,ATL,0,1,0,2,Collins J.,2,San Antonio Spurs,2
39.083332,21.11.2017,2,96,8,8,2,01:30,85,18,1,7,13,Atlanta Hawks,2,ATL,0,0,0,1,Prince T.,3,San Antonio Spurs,2
25.633333,21.11.2017,4,96,7,2,1,01:30,85,16,3,5,11,Atlanta Hawks,2,SAS,1,0,1,0,Ginobili M.,0,San Antonio Spurs,3
31.333334,21.11.2017,1,96,6,3,1,01:30,85,14,9,3,14,Atlanta Hawks,2,ATL,2,0,2,0,Schroder D.,0,San Antonio Spurs,4
30.05,21.11.2017,2,96,5,8,2,01:30,85,14,1,8,16,Atlanta Hawks,4,SAS,0,0,0,1,Green D.,0,San Antonio Spurs,0
30.3,21.11.2017,0,96,5,6,2,01:30,85,13,10,2,8,Atlanta Hawks,1,SAS,0,2,0,1,Anderson K.,2,San Antonio Spurs,2
27.333334,21.11.2017,5,96,5,9,2,01:30,85,11,1,1,8,Atlanta Hawks,1,ATL,1,0,1,2,Dedmon D.,1,San Antonio Spurs,4
30.266666,21.11.2017,0,96,4,2,0,01:30,85,11,2,6,13,Atlanta Hawks,1,ATL,2,2,2,0,Belinelli M.,2,San Antonio Spurs,1
19.85,21.11.2017,1,96,4,1,0,01:30,85,9,1,4,7,Atlanta Hawks,1,SAS,1,0,1,0,Forbes B.,0,San Antonio Spurs,2
32.9,21.11.2017,2,96,3,8,2,01:30,85,8,7,7,8,Atlanta Hawks,2,SAS,2,0,2,2,Mills P.,0,San Antonio Spurs,2
18.266666,21.11.2017,1,96,2,7,0,01:30,85,6,0,1,6,Atlanta Hawks,0,SAS,0,2,0,0,Gasol P.,2,San Antonio Spurs,1
7.383333,21.11.2017,0,96,2,1,0,01:30,85,5,0,2,3,Atlanta Hawks,1,ATL,0,0,0,0,Ilyasova E.,0,San Antonio Spurs,0
24.883333,21.11.2017,0,96,2,5,0,01:30,85,5,1,5,13,Atlanta Hawks,1,ATL,1,0,1,2,Bazemore K.,0,San Antonio Spurs,0
13.383333,21.11.2017,3,96,1,2,1,01:30,85,4,1,0,3,Atlanta Hawks,0,SAS,0,2,0,0,Gay R.,2,San Antonio Spurs,4
15.1,21.11.2017,1,96,1,1,0,01:30,85,2,3,0,2,Atlanta Hawks,0,SAS,0,0,0,0,Murray D.,0,San Antonio Spurs,2
7.133333,21.11.2017,0,96,1,4,1,01:30,85,2,1,0,2,Atlanta Hawks,0,SAS,1,0,1,0,Lauvergne J.,0,San Antonio Spurs,0
29.716667,21.11.2017,1,96,0,1,0,01:30,85,0,5,3,5,Atlanta Hawks,0,ATL,0,0,0,0,Delaney M.,0,San Antonio Spurs,0
2.1833334,21.11.2017,0,96,0,0,0,01:30,85,0,0,0,0,Atlanta Hawks,0,ATL,1,0,1,0,Cavanaugh T.,0,San Antonio Spurs,1
4.483333,21.11.2017,0,96,0,0,0,01:30,85,0,1,0,1,Atlanta Hawks,0,ATL,0,0,0,0,Bembry D.,0,San Antonio Spurs,1
7.1833334,21.11.2017,1,96,0,0,0,01:30,85,0,1,3,3,Atlanta Hawks,0,ATL,0,0,0,0,Babbitt L.,0,San Antonio Spurs,0
3.5833333,21.11.2017,0,96,0,0,0,01:30,85,0,0,1,1,Atlanta Hawks,0,SAS,1,0,1,0,Paul B.,0,San Antonio Spurs,0
4.633333,21.11.2017,1,96,0,2,0,01:30,85,0,0,1,1,Atlanta Hawks,0,SAS,1,0,1,0,Bertans D.,0,San Antonio Spurs,0
38.766666,21.11.2017,3,102,16,3,1,01:30,110,47,6,7,22,Boston Celtics,5,BOS,1,10,1,0,Irving K.,11,Dallas Mavericks,3
40.7,21.11.2017,0,102,10,6,0,01:30,110,31,2,5,21,Boston Celtics,1,DAL,0,10,0,1,Barnes H.,10,Dallas Mavericks,2
37.1,21.11.2017,2,102,8,9,0,01:30,110,22,0,6,13,Boston Celtics,3,BOS,1,3,1,0,Brown J.,6,Dallas Mavericks,3
43.233334,21.11.2017,4,102,6,6,0,01:30,110,18,3,11,14,Boston Celtics,4,DAL,4,2,4,0,Matthews W.,3,Dallas Mavericks,2
26.866667,21.11.2017,1,102,6,3,0,01:30,110,16,4,7,13,Boston Celtics,2,DAL,0,2,0,0,Barea J.J.,3,Dallas Mavericks,2
37.816666,21.11.2017,3,102,6,9,0,01:30,110,15,1,2,11,Boston Celtics,0,BOS,1,3,1,1,Tatum J.,4,Dallas Mavericks,1
32.416668,21.11.2017,1,102,7,12,0,01:30,110,14,2,1,12,Boston Celtics,0,DAL,0,0,0,1,Nowitzki D.,0,Dallas Mavericks,1
34.883335,21.11.2017,4,102,3,3,1,01:30,110,12,8,11,15,Boston Celtics,2,BOS,2,4,2,0,Smart M.,4,Dallas Mavericks,3
26.183332,21.11.2017,3,102,3,9,1,01:30,110,8,2,4,11,Boston Celtics,1,BOS,1,1,1,1,Morris Marc.,1,Dallas Mavericks,1
26.533333,21.11.2017,3,102,4,5,2,01:30,110,8,4,4,16,Boston Celtics,0,DAL,1,0,1,1,Smith Jr. D.,0,Dallas Mavericks,0
23.383333,21.11.2017,2,102,3,4,3,01:30,110,6,0,0,5,Boston Celtics,0,DAL,0,0,0,0,Powell D.,0,Dallas Mavericks,0
37.35,21.11.2017,3,102,2,2,0,01:30,110,6,2,3,7,Boston Celtics,0,DAL,1,2,1,0,Ferrell Y.,2,Dallas Mavericks,1
13.683333,21.11.2017,1,102,1,2,0,01:30,110,3,0,3,4,Boston Celtics,1,BOS,0,0,0,0,Rozier T.,0,Dallas Mavericks,2
38.7,21.11.2017,0,102,1,8,1,01:30,110,3,7,1,5,Boston Celtics,1,BOS,1,0,1,2,Horford A.,0,Dallas Mavericks,3
6.516667,21.11.2017,2,102,1,3,1,01:30,110,3,0,0,2,Boston Celtics,0,DAL,0,1,0,0,Mejri S.,2,Dallas Mavericks,1
6.3166666,21.11.2017,0,102,0,3,0,01:30,110,0,0,0,0,Boston Celtics,0,BOS,0,0,0,0,Theis D.,0,Dallas Mavericks,0
11.7,21.11.2017,2,102,0,3,0,01:30,110,0,0,0,0,Boston Celtics,0,BOS,0,0,0,0,Ojeleye S.,0,Dallas Mavericks,0
3.7666667,21.11.2017,1,102,0,0,0,01:30,110,0,0,1,1,Boston Celtics,0,BOS,0,0,0,0,Nader A.,0,Dallas Mavericks,1
2.6833334,21.11.2017,1,102,0,0,0,01:30,110,0,0,1,1,Boston Celtics,0,BOS,0,0,0,0,Larkin S.,0,Dallas Mavericks,0
13.4,21.11.2017,4,102,0,4,1,01:30,110,0,0,0,1,Boston Celtics,0,BOS,1,0,1,0,Baynes A.,0,Dallas Mavericks,0
0.0,21.11.2017,0,102,0,0,0,01:30,110,0,0,0,0,Boston Celtics,0,DAL,0,0,0,0,Noel N.,0,Dallas Mavericks,0
15.133333,21.11.2017,3,102,0,4,2,01:30,110,0,0,1,1,Boston Celtics,0,DAL,0,0,0,0,Kleber M.,0,Dallas Mavericks,0
12.883333,21.11.2017,3,102,0,0,0,01:30,110,0,1,1,5,Boston Celtics,0,DAL,1,0,1,0,Harris D.,0,Dallas Mavericks,2
36.716667,21.11.2017,3,98,9,6,1,03:00,114,25,5,6,15,Denver Nuggets,5,DEN,0,2,0,0,Barton W.,3,Sacramento Kings,2
38.716667,21.11.2017,3,98,8,3,0,03:00,114,20,2,7,13,Denver Nuggets,3,DEN,3,1,3,0,Harris G.,2,Sacramento Kings,2
24.116667,21.11.2017,4,98,6,2,0,03:00,114,18,1,3,10,Denver Nuggets,1,DEN,0,5,0,0,Murray J.,5,Sacramento Kings,1
28.0,21.11.2017,1,98,7,4,0,03:00,114,16,0,0,9,Denver Nuggets,0,SAC,1,2,1,3,Koufos K.,2,Sacramento Kings,0
32.5,21.11.2017,2,98,6,3,0,03:00,114,16,2,5,10,Denver Nuggets,3,SAC,4,1,4,1,Hill G.,1,Sacramento Kings,0
34.95,21.11.2017,0,98,7,14,4,03:00,114,16,3,6,12,Denver Nuggets,2,DEN,1,0,1,1,Jokic N.,0,Sacramento Kings,2
25.716667,21.11.2017,2,98,6,6,1,03:00,114,12,3,1,12,Denver Nuggets,0,SAC,3,0,3,0,Randolph Z.,0,Sacramento Kings,2
32.383335,21.11.2017,5,98,4,3,0,03:00,114,12,5,1,9,Denver Nuggets,1,SAC,1,3,1,0,Fox D.,3,Sacramento Kings,3
21.183332,21.11.2017,2,98,5,3,1,03:00,114,11,6,2,7,Denver Nuggets,1,SAC,1,0,1,0,Mason F.,0,Sacramento Kings,2
22.633333,21.11.2017,0,98,4,4,3,03:00,114,11,0,4,9,Denver Nuggets,2,DEN,1,1,1,0,Hernangomez J.,2,Sacramento Kings,0
21.0,21.11.2017,0,98,4,3,1,03:00,114,10,0,5,11,Denver Nuggets,2,SAC,0,0,0,0,Bogdanovic B.,0,Sacramento Kings,2
18.966667,21.11.2017,1,98,3,6,2,03:00,114,8,1,4,7,Denver Nuggets,2,DEN,0,0,0,0,Lyles T.,0,Sacramento Kings,1
9.383333,21.11.2017,1,98,3,0,0,03:00,114,7,0,2,5,Denver Nuggets,1,SAC,0,0,0,0,Jackson J.,0,Sacramento Kings,0
19.15,21.11.2017,1,98,1,7,2,03:00,114,6,0,0,7,Denver Nuggets,0,DEN,1,4,1,1,Faried K.,4,Sacramento Kings,0
12.566667,21.11.2017,3,98,2,4,0,03:00,114,5,1,0,6,Denver Nuggets,0,SAC,0,1,0,1,Labissiere S.,2,Sacramento Kings,1
20.416666,21.11.2017,1,98,2,7,2,03:00,114,5,3,0,6,Denver Nuggets,0,DEN,0,1,0,1,Plumlee M.,2,Sacramento Kings,2
8.866667,21.11.2017,0,98,2,1,0,03:00,114,4,0,1,3,Denver Nuggets,0,SAC,0,0,0,0,Richardson M.,0,Sacramento Kings,0
25.65,21.11.2017,3,98,1,2,0,03:00,114,3,1,3,7,Denver Nuggets,0,SAC,1,1,1,1,Temple G.,1,Sacramento Kings,2
19.65,21.11.2017,0,98,1,0,0,03:00,114,3,2,2,6,Denver Nuggets,0,DEN,0,1,0,0,Mudiay E.,2,Sacramento Kings,3
22.75,21.11.2017,0,98,1,5,2,03:00,114,2,0,0,7,Denver Nuggets,0,SAC,0,0,0,0,Cauley-Stein W.,0,Sacramento Kings,1
2.5166667,21.11.2017,0,98,1,0,0,03:00,114,2,1,0,1,Denver Nuggets,0,DEN,0,0,0,0,Beasley M.,0,Sacramento Kings,0
2.1666667,21.11.2017,0,98,0,0,0,03:00,114,0,0,0,0,Denver Nuggets,0,DEN,0,0,0,0,Lydon T.,0,Sacramento Kings,0
39.916668,22.11.2017,4,103,7,3,1,03:30,94,22,5,7,15,Chicago Bulls,4,LAL,0,4,0,0,Kuzma K.,7,Los Angeles Lakers,2
39.316666,22.11.2017,1,103,6,9,3,03:30,94,21,4,7,11,Chicago Bulls,4,LAL,3,5,3,0,Caldwell-Pope K.,7,Los Angeles Lakers,1
37.7,22.11.2017,2,103,6,9,1,03:30,94,17,4,7,12,Chicago Bulls,5,CHI,2,0,2,0,Valentine D.,1,Los Angeles Lakers,1
38.55,22.11.2017,1,103,7,5,1,03:30,94,17,5,4,15,Chicago Bulls,1,LAL,1,2,1,2,Ingram B.,3,Los Angeles Lakers,1
17.733334,22.11.2017,2,103,6,2,0,03:30,94,15,1,2,12,Chicago Bulls,0,CHI,0,3,0,0,Blakeney A.,3,Los Angeles Lakers,0
32.6,22.11.2017,5,103,7,3,1,03:30,94,14,2,0,11,Chicago Bulls,0,CHI,0,0,0,1,Lopez R.,0,Los Angeles Lakers,1
31.016666,22.11.2017,1,103,4,14,4,03:30,94,13,1,9,17,Chicago Bulls,2,CHI,0,3,0,1,Markkanen L.,4,Los Angeles Lakers,4
32.066666,22.11.2017,5,103,5,5,3,03:30,94,12,6,3,14,Chicago Bulls,1,CHI,1,1,1,1,Dunn K.,2,Los Angeles Lakers,4
16.0,22.11.2017,1,103,3,0,0,03:30,94,12,1,6,8,Chicago Bulls,2,LAL,0,4,0,0,Clarkson J.,4,Los Angeles Lakers,1
40.566666,22.11.2017,3,103,2,10,2,03:30,94,10,3,10,12,Chicago Bulls,2,CHI,0,4,0,0,Holiday J.,5,Los Angeles Lakers,2
28.433332,22.11.2017,3,103,4,10,2,03:30,94,10,2,2,10,Chicago Bulls,0,LAL,0,2,0,2,Randle J.,2,Los Angeles Lakers,2
20.466667,22.11.2017,0,103,4,9,3,03:30,94,8,2,2,8,Chicago Bulls,0,CHI,1,0,1,1,Portis B.,1,Los Angeles Lakers,1
32.0,22.11.2017,3,103,3,13,3,03:30,94,8,4,8,13,Chicago Bulls,2,LAL,1,0,1,0,Ball L.,0,Los Angeles Lakers,1
15.933333,22.11.2017,0,103,2,0,0,03:30,94,5,3,3,7,Chicago Bulls,1,CHI,0,0,0,0,Grant J.,0,Los Angeles Lakers,1
14.633333,22.11.2017,0,103,2,3,2,03:30,94,5,1,2,6,Chicago Bulls,0,LAL,1,1,1,0,Hart J.,2,Los Angeles Lakers,1
24.783333,22.11.2017,2,103,2,9,0,03:30,94,4,1,4,10,Chicago Bulls,0,LAL,1,0,1,2,Lopez B.,0,Los Angeles Lakers,1
2.8666666,22.11.2017,1,103,1,1,0,03:30,94,2,0,0,1,Chicago Bulls,0,LAL,0,0,0,0,Zubac I.,0,Los Angeles Lakers,1
3.5,22.11.2017,0,103,1,1,0,03:30,94,2,0,0,1,Chicago Bulls,0,LAL,0,0,0,0,Brewer C.,0,Los Angeles Lakers,1
0.0,22.11.2017,0,103,0,0,0,03:30,94,0,0,0,0,Chicago Bulls,0,CHI,0,0,0,0,Zipser P.,0,Los Angeles Lakers,0
0.0,22.11.2017,0,103,0,0,0,03:30,94,0,0,0,0,Chicago Bulls,0,CHI,0,0,0,0,Pondexter Q.,0,Los Angeles Lakers,0
11.9,22.11.2017,1,103,0,2,1,03:30,94,0,0,0,1,Chicago Bulls,0,CHI,0,0,0,0,Felicio C.,0,Los Angeles Lakers,0
0.0,22.11.2017,0,103,0,0,0,03:30,94,0,0,0,0,Chicago Bulls,0,CHI,0,0,0,0,Felder K.,0,Los Angeles Lakers,0
0.0,22.11.2017,0,103,0,0,0,03:30,94,0,0,0,0,Chicago Bulls,0,LAL,0,0,0,0,Ennis T.,0,Los Angeles Lakers,0
0.0,22.11.2017,0,103,0,0,0,03:30,94,0,0,0,0,Chicago Bulls,0,LAL,0,0,0,0,Bryant T.,0,Los Angeles Lakers,0
0.0,22.11.2017,0,103,0,0,0,03:30,94,0,0,0,0,Chicago Bulls,0,LAL,0,0,0,0,Bogut A.,0,Los Angeles Lakers,0
36.966667,23.11.2017,0,101,11,3,0,00:00,81,30,2,13,27,Portland Trail Blazers,6,POR,1,2,1,1,Lillard D.,3,Philadelphia 76ers,3
30.15,23.11.2017,5,101,11,12,3,00:00,81,28,1,3,19,Portland Trail Blazers,1,PHI,0,5,0,2,Embiid J.,5,Philadelphia 76ers,4
39.066666,23.11.2017,1,101,8,8,0,00:00,81,16,9,0,20,Portland Trail Blazers,0,PHI,3,0,3,2,Simmons B.,2,Philadelphia 76ers,3
25.183332,23.11.2017,1,101,6,11,4,00:00,81,14,1,0,13,Portland Trail Blazers,0,POR,0,2,0,2,Nurkic J.,7,Philadelphia 76ers,6
27.483334,23.11.2017,1,101,4,3,0,00:00,81,13,4,2,6,Portland Trail Blazers,1,POR,2,4,2,0,Napier S.,4,Philadelphia 76ers,2
26.633333,23.11.2017,4,101,5,3,0,00:00,81,13,7,1,7,Portland Trail Blazers,1,PHI,1,2,1,0,McConnell T.J.,2,Philadelphia 76ers,2
26.766666,23.11.2017,2,101,3,7,3,00:00,81,11,2,7,10,Portland Trail Blazers,3,PHI,1,2,1,1,Saric D.,2,Philadelphia 76ers,2
30.8,23.11.2017,1,101,4,5,0,00:00,81,11,0,6,10,Portland Trail Blazers,3,PHI,1,0,1,0,Redick J.J.,0,Philadelphia 76ers,1
33.05,23.11.2017,2,101,3,10,0,00:00,81,9,3,8,11,Portland Trail Blazers,2,PHI,2,1,2,0,Covington R.,2,Philadelphia 76ers,2
11.066667,23.11.2017,2,101,3,1,0,00:00,81,7,0,4,6,Portland Trail Blazers,1,PHI,1,0,1,0,Luwawu-Cabarrot T.,1,Philadelphia 76ers,0
36.016666,23.11.2017,4,101,1,5,0,00:00,81,5,0,3,14,Portland Trail Blazers,0,POR,0,3,0,1,McCollum C.,3,Philadelphia 76ers,3
34.466667,23.11.2017,3,101,2,4,1,00:00,81,4,3,3,7,Portland Trail Blazers,0,POR,2,0,2,0,Turner E.,0,Philadelphia 76ers,2
6.15,23.11.2017,1,101,2,1,0,00:00,81,4,0,1,4,Portland Trail Blazers,0,POR,0,0,0,0,Layman J.,0,Philadelphia 76ers,0
15.916667,23.11.2017,1,101,1,8,4,00:00,81,4,0,0,6,Portland Trail Blazers,0,POR,2,2,2,2,Davis E.,4,Philadelphia 76ers,0
17.85,23.11.2017,4,101,2,11,5,00:00,81,4,1,0,4,Portland Trail Blazers,0,PHI,2,0,2,2,Johnson A.,1,Philadelphia 76ers,3
19.45,23.11.2017,2,101,1,11,2,00:00,81,2,1,0,2,Portland Trail Blazers,0,POR,1,0,1,0,Vonleh N.,0,Philadelphia 76ers,0
2.95,23.11.2017,1,101,1,0,0,00:00,81,2,0,0,2,Portland Trail Blazers,0,POR,0,0,0,0,Swanigan C.,1,Philadelphia 76ers,0
10.383333,23.11.2017,0,101,1,0,0,00:00,81,2,2,0,3,Portland Trail Blazers,0,POR,0,0,0,0,Connaughton P.,0,Philadelphia 76ers,0
2.15,23.11.2017,0,101,0,0,0,00:00,81,2,0,0,0,Portland Trail Blazers,0,PHI,0,2,0,0,Korkmaz F.,2,Philadelphia 76ers,0
18.133333,23.11.2017,0,101,0,0,0,00:00,81,1,0,2,3,Portland Trail Blazers,0,POR,0,1,0,0,Harkless M.,2,Philadelphia 76ers,0
3.95,23.11.2017,2,101,0,0,0,00:00,81,0,0,2,2,Portland Trail Blazers,0,POR,0,0,0,0,Leonard M.,0,Philadelphia 76ers,0
