min,date,pf,home-score,fg,reb,or,time,away-score,pts,ast,3pa,fga,away-team,3p,team,st,ft,dr,bs,player,fta,home-team,to
41.2,18.10.2017,3,102,12,16,1,01:00,99,29,9,5,19,Boston Celtics,1,CLE,0,4,0,2,James L.,4,Cleveland Cavaliers,4
39.616665,18.10.2017,5,102,11,6,1,01:00,99,25,0,9,23,Boston Celtics,2,BOS,2,1,2,0,Brown J.,2,Cleveland Cavaliers,3
39.35,18.10.2017,4,102,8,4,2,01:00,99,22,10,9,17,Boston Celtics,4,BOS,3,2,3,0,Irving K.,2,Cleveland Cavaliers,2
28.4,18.10.2017,2,102,4,11,3,01:00,99,15,0,4,9,Boston Celtics,1,CLE,0,6,0,0,Love K.,7,Cleveland Cavaliers,2
31.25,18.10.2017,2,102,5,4,1,01:00,99,14,2,3,14,Boston Celtics,1,CLE,0,3,0,0,Rose D.,4,Cleveland Cavaliers,2
36.533333,18.10.2017,4,102,5,10,4,01:00,99,14,3,2,12,Boston Celtics,1,BOS,0,3,0,0,Tatum J.,3,Cleveland Cavaliers,1
35.05,18.10.2017,2,102,5,9,0,01:00,99,12,3,4,16,Boston Celtics,0,BOS,2,2,2,2,Smart M.,3,Cleveland Cavaliers,2
34.733334,18.10.2017,2,102,3,5,1,01:00,99,11,2,5,10,Boston Celtics,1,CLE,2,4,2,0,Crowder J.,4,Cleveland Cavaliers,1
21.916666,18.10.2017,4,102,4,4,0,01:00,99,10,1,3,7,Boston Celtics,1,CLE,0,1,0,0,Smith J.R.,1,Cleveland Cavaliers,0
19.533333,18.10.2017,0,102,2,3,0,01:00,99,9,2,3,6,Boston Celtics,1,BOS,4,4,4,0,Rozier T.,4,Cleveland Cavaliers,0
32.083332,18.10.2017,2,102,2,7,0,01:00,99,9,5,2,7,Boston Celtics,0,BOS,0,5,0,1,Horford A.,7,Cleveland Cavaliers,0
28.5,18.10.2017,1,102,3,2,1,01:00,99,8,3,1,10,Boston Celtics,0,CLE,0,2,0,2,Wade D.,2,Cleveland Cavaliers,4
14.233334,18.10.2017,3,102,3,0,0,01:00,99,6,0,1,8,Boston Celtics,0,CLE,0,0,0,0,Green Je.,0,Cleveland Cavaliers,1
19.116667,18.10.2017,5,102,2,5,2,01:00,99,6,1,0,2,Boston Celtics,0,BOS,0,2,0,1,Baynes A.,4,Cleveland Cavaliers,2
19.6,18.10.2017,3,102,2,6,1,01:00,99,5,2,0,3,Boston Celtics,0,CLE,0,1,0,0,Thompson T.,3,Cleveland Cavaliers,2
12.85,18.10.2017,3,102,2,2,1,01:00,99,4,0,0,3,Boston Celtics,0,CLE,1,0,1,0,Shumpert I.,0,Cleveland Cavaliers,1
5.25,18.10.2017,1,102,1,1,0,01:00,99,2,0,1,2,Boston Celtics,0,BOS,0,0,0,0,Hayward G.,0,Cleveland Cavaliers,0
7.3166666,18.10.2017,2,102,0,0,0,01:00,99,0,0,0,0,Boston Celtics,0,CLE,0,0,0,0,Korver K.,0,Cleveland Cavaliers,0
8.65,18.10.2017,1,102,0,0,0,01:00,99,0,0,1,2,Boston Celtics,0,BOS,0,0,0,0,Ojeleye S.,0,Cleveland Cavaliers,0
4.8166666,18.10.2017,0,102,0,1,0,01:00,99,0,0,1,1,Boston Celtics,0,BOS,0,0,0,0,Larkin S.,0,Cleveland Cavaliers,0
36.4,18.10.2017,2,121,10,6,1,03:30,122,27,10,9,23,Houston Rockets,4,HOU,1,3,1,0,Harden J.,4,Golden State Warriors,3
29.383333,18.10.2017,1,121,9,1,0,03:30,122,24,1,6,16,Houston Rockets,0,HOU,1,6,1,2,Gordon E.,8,Golden State Warriors,2
26.166666,18.10.2017,4,121,8,2,1,03:30,122,23,0,7,9,Houston Rockets,6,GSW,0,1,0,0,Young N.,1,Golden State Warriors,1
29.55,18.10.2017,4,121,8,5,0,03:30,122,22,4,9,18,Houston Rockets,3,GSW,1,3,1,0,Curry S.,3,Golden State Warriors,2
37.633335,18.10.2017,4,121,7,5,1,03:30,122,20,7,5,15,Houston Rockets,2,GSW,0,4,0,4,Durant K.,5,Golden State Warriors,8
28.666666,18.10.2017,3,121,6,6,1,03:30,122,20,0,6,9,Houston Rockets,4,HOU,1,4,1,0,Tucker P. J.,6,Golden State Warriors,1
38.166668,18.10.2017,0,121,6,6,0,03:30,122,16,3,7,14,Houston Rockets,4,GSW,2,0,2,2,Thompson K.,0,Golden State Warriors,1
23.383333,18.10.2017,1,121,6,4,2,03:30,122,14,0,3,9,Houston Rockets,2,HOU,0,0,0,0,Mbah a Moute L.,0,Golden State Warriors,2
33.283333,18.10.2017,3,121,5,8,3,03:30,122,13,1,8,12,Houston Rockets,3,HOU,1,0,1,1,Anderson R.,0,Golden State Warriors,0
18.166666,18.10.2017,0,121,6,4,1,03:30,122,12,0,0,10,Houston Rockets,0,HOU,1,0,1,1,Capela C.,1,Golden State Warriors,2
27.65,18.10.2017,3,121,2,11,1,03:30,122,9,13,2,6,Houston Rockets,1,GSW,0,4,0,0,Green D.,4,Golden State Warriors,2
11.766666,18.10.2017,4,121,4,1,0,03:30,122,8,1,0,5,Houston Rockets,0,GSW,0,0,0,0,Bell J.,0,Golden State Warriors,1
37.65,18.10.2017,2,121,3,6,1,03:30,122,8,5,5,9,Houston Rockets,2,HOU,2,0,2,0,Ariza T.,0,Golden State Warriors,1
10.233334,18.10.2017,1,121,2,3,0,03:30,122,6,0,0,2,Houston Rockets,0,GSW,0,2,0,1,Pachulia Z.,2,Golden State Warriors,0
18.533333,18.10.2017,2,121,2,1,1,03:30,122,6,5,0,5,Houston Rockets,0,GSW,0,2,0,0,Livingston S.,2,Golden State Warriors,1
9.416667,18.10.2017,0,121,2,1,1,03:30,122,4,0,0,3,Houston Rockets,0,GSW,0,0,0,1,West D.,0,Golden State Warriors,1
18.65,18.10.2017,1,121,2,3,1,03:30,122,4,1,0,3,Houston Rockets,0,GSW,1,0,1,1,McCaw P.,0,Golden State Warriors,0
33.066666,18.10.2017,4,121,2,8,1,03:30,122,4,11,4,9,Houston Rockets,0,HOU,2,0,2,1,Paul C.,0,Golden State Warriors,1
4.4666667,18.10.2017,0,121,0,1,0,03:30,122,2,0,0,0,Houston Rockets,0,GSW,0,2,0,0,Casspi O.,2,Golden State Warriors,0
7.766667,18.10.2017,2,121,0,2,0,03:30,122,1,0,0,0,Houston Rockets,0,GSW,1,1,1,0,Looney K.,2,Golden State Warriors,0
29.133333,19.10.2017,4,120,9,7,2,00:00,115,29,1,11,15,Philadelphia 76ers,7,PHI,1,4,1,2,Covington R.,4,Washington Wizards,5
37.15,19.10.2017,2,120,10,5,2,00:00,115,28,8,3,28,Philadelphia 76ers,0,WAS,0,8,0,2,Wall J.,9,Washington Wizards,2
35.616665,19.10.2017,2,120,6,6,2,00:00,115,25,4,4,17,Philadelphia 76ers,1,WAS,3,12,3,1,Beal B.,16,Washington Wizards,2
34.666668,19.10.2017,3,120,7,10,3,00:00,115,18,5,0,15,Philadelphia 76ers,0,PHI,2,4,2,1,Simmons B.,6,Washington Wizards,1
26.95,19.10.2017,2,120,7,13,1,00:00,115,18,3,4,15,Philadelphia 76ers,0,PHI,0,4,0,1,Embiid J.,4,Washington Wizards,4
34.433334,19.10.2017,3,120,7,17,5,00:00,115,16,1,0,12,Philadelphia 76ers,0,WAS,0,2,0,3,Gortat M.,3,Washington Wizards,1
32.483334,19.10.2017,2,120,5,8,2,00:00,115,14,2,6,10,Philadelphia 76ers,3,WAS,2,1,2,2,Oubre K.,3,Washington Wizards,0
19.05,19.10.2017,0,120,3,1,0,00:00,115,14,0,2,8,Philadelphia 76ers,1,WAS,0,7,0,0,Meeks J.,7,Washington Wizards,0
27.866667,19.10.2017,4,120,5,3,0,00:00,115,13,3,7,10,Philadelphia 76ers,3,PHI,1,0,1,0,Bayless J.,0,Washington Wizards,2
32.383335,19.10.2017,4,120,4,2,0,00:00,115,12,4,8,10,Philadelphia 76ers,4,PHI,1,0,1,0,Redick J.J.,0,Washington Wizards,2
33.166668,19.10.2017,3,120,5,8,2,00:00,115,10,0,3,11,Philadelphia 76ers,0,WAS,3,0,3,1,Porter O.,0,Washington Wizards,0
17.9,19.10.2017,0,120,5,3,2,00:00,115,10,1,0,9,Philadelphia 76ers,0,PHI,0,0,0,1,Fultz M.,2,Washington Wizards,0
14.833333,19.10.2017,0,120,3,2,0,00:00,115,7,0,3,6,Philadelphia 76ers,1,WAS,0,0,0,0,Scott M.,0,Washington Wizards,1
13.566667,19.10.2017,4,120,3,4,2,00:00,115,6,1,0,3,Philadelphia 76ers,0,WAS,0,0,0,1,Mahinmi I.,0,Washington Wizards,1
15.133333,19.10.2017,6,120,2,5,1,00:00,115,5,1,0,7,Philadelphia 76ers,0,PHI,0,1,0,0,Johnson A.,2,Washington Wizards,1
22.7,19.10.2017,3,120,1,3,1,00:00,115,3,2,2,5,Philadelphia 76ers,0,PHI,0,1,0,1,Saric D.,1,Washington Wizards,0
14.916667,19.10.2017,0,120,1,0,0,00:00,115,2,3,0,2,Philadelphia 76ers,0,PHI,0,0,0,0,McConnell T.J.,0,Washington Wizards,2
7.0666666,19.10.2017,1,120,0,1,1,00:00,115,0,0,1,1,Philadelphia 76ers,0,WAS,0,0,0,0,Smith J.,0,Washington Wizards,0
12.633333,19.10.2017,3,120,0,0,0,00:00,115,0,5,0,1,Philadelphia 76ers,0,WAS,0,0,0,0,Frazier T.,0,Washington Wizards,2
36.216667,19.10.2017,1,116,11,22,5,00:00,109,26,1,1,18,Miami Heat,1,MIA,0,3,0,1,Whiteside H.,3,Orlando Magic,1
34.416668,19.10.2017,0,116,9,1,0,00:00,109,23,3,5,17,Miami Heat,3,ORL,1,2,1,0,Fournier E.,2,Orlando Magic,1
31.6,19.10.2017,1,116,6,13,2,00:00,109,19,1,3,12,Miami Heat,0,ORL,2,7,2,2,Vucevic N.,8,Orlando Magic,1
30.616667,19.10.2017,0,116,6,5,3,00:00,109,17,6,4,19,Miami Heat,1,MIA,1,4,1,0,Dragic G.,4,Orlando Magic,0
31.2,19.10.2017,0,116,5,6,0,00:00,109,15,4,7,11,Miami Heat,3,ORL,2,2,2,1,Ross T.,2,Orlando Magic,1
38.3,19.10.2017,1,116,7,0,0,00:00,109,15,4,6,17,Miami Heat,1,MIA,2,0,2,1,Waiters D.,0,Orlando Magic,3
34.216667,19.10.2017,4,116,4,9,2,00:00,109,14,3,2,13,Miami Heat,1,ORL,0,5,0,2,Gordon A.,6,Orlando Magic,1
31.716667,19.10.2017,2,116,6,3,0,00:00,109,13,9,1,12,Miami Heat,1,ORL,3,0,3,1,Payton E.,2,Orlando Magic,4
27.533333,19.10.2017,4,116,5,2,1,00:00,109,12,0,1,10,Miami Heat,0,ORL,0,2,0,0,Simmons J.,2,Orlando Magic,1
18.7,19.10.2017,5,116,5,4,2,00:00,109,11,8,2,9,Miami Heat,0,MIA,1,1,1,1,Johnson J.,4,Orlando Magic,4
23.25,19.10.2017,2,116,4,4,1,00:00,109,10,2,1,8,Miami Heat,1,MIA,1,1,1,0,Winslow J.,2,Orlando Magic,1
34.933334,19.10.2017,3,116,4,2,0,00:00,109,10,2,7,9,Miami Heat,2,MIA,0,0,0,1,Richardson J.,0,Orlando Magic,2
21.0,19.10.2017,4,116,3,5,0,00:00,109,10,3,2,7,Miami Heat,1,MIA,0,3,0,0,Olynyk K.,3,Orlando Magic,0
16.066668,19.10.2017,3,116,4,5,2,00:00,109,9,0,0,8,Miami Heat,0,ORL,0,1,0,2,Biyombo B.,2,Orlando Magic,3
16.283333,19.10.2017,1,116,2,4,1,00:00,109,7,2,1,4,Miami Heat,0,ORL,0,3,0,0,Augustin D.,5,Orlando Magic,2
21.3,19.10.2017,2,116,3,2,0,00:00,109,7,1,3,9,Miami Heat,1,MIA,0,0,0,0,Johnson T.,0,Orlando Magic,1
16.95,19.10.2017,3,116,2,8,3,00:00,109,4,0,1,3,Miami Heat,0,ORL,0,0,0,2,Isaac J.,0,Orlando Magic,0
9.95,19.10.2017,0,116,1,0,0,00:00,109,3,0,4,5,Miami Heat,0,MIA,1,1,1,0,Ellington W.,1,Orlando Magic,1
5.6833334,19.10.2017,2,116,0,0,0,00:00,109,0,0,0,1,Miami Heat,0,MIA,0,0,0,0,Adebayo B.,0,Orlando Magic,0
30.466667,19.10.2017,4,140,12,3,1,00:00,131,30,5,8,22,Brooklyn Nets,4,BRO,1,2,1,0,Russell D.,2,Indiana Pacers,2
24.533333,19.10.2017,5,140,6,5,0,00:00,131,22,4,6,12,Brooklyn Nets,2,IND,4,8,4,0,Oladipo V.,10,Indiana Pacers,3
33.933334,19.10.2017,3,140,8,14,3,00:00,131,21,2,3,13,Brooklyn Nets,1,IND,0,4,0,4,Turner M.,4,Indiana Pacers,1
30.166666,19.10.2017,1,140,9,3,1,00:00,131,21,11,3,12,Brooklyn Nets,1,IND,2,2,2,0,Collison D.,3,Indiana Pacers,2
27.883333,19.10.2017,2,140,7,10,6,00:00,131,20,0,1,10,Brooklyn Nets,0,BRO,0,6,0,0,Booker T.,7,Indiana Pacers,2
25.183332,19.10.2017,3,140,5,0,0,00:00,131,18,4,2,12,Brooklyn Nets,1,BRO,0,7,0,0,Lin J.,7,Indiana Pacers,3
33.333332,19.10.2017,3,140,7,11,5,00:00,131,17,3,5,16,Brooklyn Nets,1,IND,2,2,2,2,Young T.,2,Indiana Pacers,2
24.183332,19.10.2017,3,140,6,1,0,00:00,131,16,3,9,19,Brooklyn Nets,2,IND,1,2,1,1,Stephenson L.,5,Indiana Pacers,1
19.216667,19.10.2017,3,140,7,7,4,00:00,131,16,1,0,7,Brooklyn Nets,0,IND,0,2,0,0,Sabonis D.,3,Indiana Pacers,1
29.383333,19.10.2017,2,140,5,0,0,00:00,131,14,0,3,9,Brooklyn Nets,1,IND,0,3,0,0,Bogdanovic B.,3,Indiana Pacers,3
27.566668,19.10.2017,3,140,3,4,0,00:00,131,14,2,0,4,Brooklyn Nets,0,BRO,1,8,1,0,Hollis-Jefferson R.,8,Indiana Pacers,1
26.783333,19.10.2017,2,140,3,7,0,00:00,131,12,1,3,5,Brooklyn Nets,2,BRO,2,4,2,1,Crabbe A.,5,Indiana Pacers,2
24.666666,19.10.2017,1,140,4,3,1,00:00,131,11,4,2,10,Brooklyn Nets,1,IND,2,2,2,1,Joseph C.,2,Indiana Pacers,1
27.516666,19.10.2017,2,140,4,9,2,00:00,131,10,2,5,12,Brooklyn Nets,1,BRO,1,1,1,0,Carroll D.,2,Indiana Pacers,2
15.883333,19.10.2017,3,140,3,2,0,00:00,131,9,0,5,5,Brooklyn Nets,3,BRO,0,0,0,0,Acy Q.,0,Indiana Pacers,3
14.4,19.10.2017,1,140,2,3,1,00:00,131,4,0,1,4,Brooklyn Nets,0,BRO,0,0,0,0,Mozgov T.,0,Indiana Pacers,2
11.016666,19.10.2017,1,140,1,1,0,00:00,131,2,0,2,3,Brooklyn Nets,0,IND,1,0,1,0,Wilkins D.,0,Indiana Pacers,0
16.533333,19.10.2017,2,140,1,3,1,00:00,131,2,4,1,5,Brooklyn Nets,0,BRO,0,0,0,0,Dinwiddie S.,0,Indiana Pacers,2
9.5,19.10.2017,3,140,0,2,0,00:00,131,0,1,1,1,Brooklyn Nets,0,IND,0,0,0,1,Leaf T.J.,0,Indiana Pacers,0
34.05,19.10.2017,3,102,11,10,2,00:00,90,27,3,7,18,Charlotte Hornets,4,DET,0,1,0,0,Harris T.,1,Detroit Pistons,1
35.433334,19.10.2017,1,102,6,6,1,00:00,90,24,4,3,13,Charlotte Hornets,1,CHA,0,11,0,0,Walker K.,13,Detroit Pistons,4
24.683332,19.10.2017,0,102,6,4,0,00:00,90,16,0,6,11,Charlotte Hornets,3,DET,3,1,3,0,Galloway L.,1,Detroit Pistons,1
23.316668,19.10.2017,4,102,7,2,0,00:00,90,15,1,0,10,Charlotte Hornets,0,DET,0,1,0,0,Bradley A.,1,Detroit Pistons,2
28.35,19.10.2017,2,102,4,4,0,00:00,90,15,2,3,10,Charlotte Hornets,0,CHA,1,7,1,0,Lamb J.,8,Detroit Pistons,2
27.166666,19.10.2017,2,102,5,5,1,00:00,90,13,8,1,10,Charlotte Hornets,0,DET,1,3,1,0,Jackson R.,3,Detroit Pistons,0
16.216667,19.10.2017,2,102,5,4,0,00:00,90,13,1,4,10,Charlotte Hornets,2,DET,1,1,1,0,Ellenson H.,1,Detroit Pistons,0
31.45,19.10.2017,2,102,5,15,1,00:00,90,10,1,0,9,Charlotte Hornets,0,CHA,1,0,1,2,Howard D.,2,Detroit Pistons,3
22.35,19.10.2017,3,102,3,13,5,00:00,90,8,4,0,9,Charlotte Hornets,0,DET,1,2,1,2,Drummond A.,2,Detroit Pistons,0
23.4,19.10.2017,2,102,3,9,1,00:00,90,8,0,0,5,Charlotte Hornets,0,CHA,0,2,0,1,Zeller C.,2,Detroit Pistons,2
20.45,19.10.2017,1,102,3,2,0,00:00,90,8,2,4,6,Charlotte Hornets,2,CHA,0,0,0,0,Bacon D.,0,Detroit Pistons,2
26.65,19.10.2017,2,102,2,2,0,00:00,90,7,0,4,5,Charlotte Hornets,2,CHA,0,1,0,0,Williams Ma.,2,Detroit Pistons,0
12.566667,19.10.2017,3,102,2,3,0,00:00,90,6,1,3,3,Charlotte Hornets,2,CHA,2,0,2,0,Stone J.,0,Detroit Pistons,1
17.033333,19.10.2017,1,102,2,2,0,00:00,90,5,3,2,4,Charlotte Hornets,1,CHA,0,0,0,0,Graham T.,0,Detroit Pistons,0
20.833334,19.10.2017,4,102,2,1,0,00:00,90,4,6,1,9,Charlotte Hornets,0,DET,1,0,1,0,Smith I.,0,Detroit Pistons,3
19.35,19.10.2017,0,102,2,3,0,00:00,90,4,0,1,6,Charlotte Hornets,0,DET,0,0,0,1,Leuer J.,1,Detroit Pistons,1
23.183332,19.10.2017,0,102,1,4,0,00:00,90,4,2,5,9,Charlotte Hornets,0,CHA,0,2,0,0,Kaminsky F.,2,Detroit Pistons,0
21.466667,19.10.2017,1,102,1,0,0,00:00,90,3,1,6,9,Charlotte Hornets,1,CHA,0,0,0,0,Monk M.,0,Detroit Pistons,3
40.333332,19.10.2017,1,102,0,4,1,00:00,90,2,1,6,13,Charlotte Hornets,0,DET,4,2,4,0,Johnson S.,2,Detroit Pistons,0
11.7,19.10.2017,2,102,0,1,0,00:00,90,0,0,0,0,Charlotte Hornets,0,DET,3,0,3,0,Moreland E.,0,Detroit Pistons,0
36.933334,19.10.2017,4,100,13,13,1,00:30,108,37,3,1,22,Milwaukee Bucks,0,MIL,3,11,3,0,Antetokounmpo G.,13,Boston Celtics,5
41.433334,19.10.2017,2,100,6,1,0,00:30,108,19,4,5,10,Milwaukee Bucks,3,MIL,0,4,0,0,Brogdon M.,4,Boston Celtics,2
38.933334,19.10.2017,1,100,7,4,1,00:30,108,17,3,7,25,Milwaukee Bucks,2,BOS,3,1,3,0,Irving K.,2,Boston Celtics,3
26.8,19.10.2017,4,100,6,7,0,00:30,108,15,6,5,12,Milwaukee Bucks,3,BOS,2,0,2,0,Rozier T.,0,Boston Celtics,0
43.416668,19.10.2017,4,100,6,9,2,00:30,108,15,6,5,17,Milwaukee Bucks,1,MIL,2,2,2,0,Middleton K.,2,Boston Celtics,5
26.483334,19.10.2017,2,100,4,1,0,00:30,108,15,1,4,10,Milwaukee Bucks,2,MIL,0,5,0,0,Dellavedova M.,5,Boston Celtics,1
33.433334,19.10.2017,3,100,6,6,1,00:30,108,13,4,2,11,Milwaukee Bucks,0,BOS,3,1,3,2,Horford A.,1,Boston Celtics,2
32.333332,19.10.2017,4,100,4,7,3,00:30,108,12,4,7,13,Milwaukee Bucks,3,BOS,3,1,3,0,Smart M.,6,Boston Celtics,3
16.816668,19.10.2017,3,100,4,6,1,00:30,108,10,1,0,5,Milwaukee Bucks,0,MIL,0,2,0,0,Monroe G.,4,Boston Celtics,0
36.533333,19.10.2017,3,100,3,9,2,00:30,108,8,2,1,7,Milwaukee Bucks,0,BOS,1,2,1,0,Tatum J.,5,Boston Celtics,2
4.75,19.10.2017,1,100,2,2,2,00:30,108,6,0,0,3,Milwaukee Bucks,0,BOS,0,2,0,0,Theis D.,2,Boston Celtics,1
29.466667,19.10.2017,4,100,2,4,0,00:30,108,5,1,3,4,Milwaukee Bucks,1,MIL,0,0,0,0,Snell T.,0,Boston Celtics,0
17.216667,19.10.2017,2,100,2,6,0,00:30,108,5,2,0,2,Milwaukee Bucks,0,MIL,0,1,0,4,Henson J.,2,Boston Celtics,1
11.416667,19.10.2017,1,100,2,0,0,00:30,108,4,1,1,4,Milwaukee Bucks,0,BOS,0,0,0,0,Nader A.,0,Boston Celtics,0
15.966666,19.10.2017,4,100,2,2,1,00:30,108,4,0,0,3,Milwaukee Bucks,0,BOS,0,0,0,0,Baynes A.,0,Boston Celtics,0
11.65,19.10.2017,0,100,1,1,0,00:30,108,3,0,2,2,Milwaukee Bucks,1,BOS,0,0,0,0,Ojeleye S.,0,Boston Celtics,1
13.75,19.10.2017,1,100,1,3,2,00:30,108,2,0,1,4,Milwaukee Bucks,0,MIL,1,0,1,0,Maker T.,0,Boston Celtics,1
3.4,19.10.2017,0,100,0,0,0,00:30,108,0,0,0,0,Milwaukee Bucks,0,MIL,0,0,0,0,Vaughn R.,0,Boston Celtics,0
11.05,19.10.2017,0,100,0,2,0,00:30,108,0,1,2,2,Milwaukee Bucks,0,MIL,0,0,0,0,Teletovic M.,0,Boston Celtics,0
40.233334,19.10.2017,5,103,9,18,7,01:00,91,33,0,2,23,New Orleans Pelicans,1,NOP,0,14,0,1,Davis A.,17,Memphis Grizzlies,5
38.4,19.10.2017,4,103,9,10,2,01:00,91,28,2,9,21,New Orleans Pelicans,3,NOP,0,7,0,7,Cousins D.,8,Memphis Grizzlies,4
32.683334,19.10.2017,3,103,9,5,0,01:00,91,27,3,9,15,New Orleans Pelicans,4,MEM,2,5,2,0,Conley M.,7,Memphis Grizzlies,1
29.416666,19.10.2017,2,103,7,5,2,01:00,91,19,2,2,13,New Orleans Pelicans,0,MEM,4,5,4,2,Brooks D.,7,Memphis Grizzlies,2
29.366667,19.10.2017,6,103,6,11,3,01:00,91,14,4,5,18,New Orleans Pelicans,2,MEM,0,0,0,3,Gasol M.,0,Memphis Grizzlies,2
20.066668,19.10.2017,3,103,4,5,1,01:00,91,11,2,4,12,New Orleans Pelicans,1,MEM,0,2,0,0,Evans T.,2,Memphis Grizzlies,1
34.383335,19.10.2017,3,103,5,2,1,01:00,91,11,4,2,11,New Orleans Pelicans,0,NOP,1,1,1,0,Moore E.,1,Memphis Grizzlies,2
26.733334,19.10.2017,2,103,5,4,3,01:00,91,10,0,0,7,New Orleans Pelicans,0,MEM,2,0,2,1,Wright B.,2,Memphis Grizzlies,0
25.85,19.10.2017,1,103,2,9,3,01:00,91,7,0,3,4,New Orleans Pelicans,1,NOP,1,2,1,1,Cunningham D.,3,Memphis Grizzlies,0
15.266666,19.10.2017,2,103,2,4,2,01:00,91,6,0,1,2,New Orleans Pelicans,1,MEM,1,1,1,0,Parsons C.,5,Memphis Grizzlies,0
18.583334,19.10.2017,0,103,2,1,1,01:00,91,5,2,1,2,New Orleans Pelicans,1,MEM,0,0,0,0,Ennis J.,0,Memphis Grizzlies,0
25.566668,19.10.2017,3,103,1,2,0,01:00,91,5,4,4,9,New Orleans Pelicans,0,MEM,0,3,0,0,Chalmers M.,5,Memphis Grizzlies,0
12.666667,19.10.2017,4,103,2,1,1,01:00,91,5,3,2,4,New Orleans Pelicans,1,NOP,0,0,0,0,Crawford J.,0,Memphis Grizzlies,2
38.5,19.10.2017,5,103,2,6,2,01:00,91,4,4,3,11,New Orleans Pelicans,0,NOP,1,0,1,0,Holiday J.,0,Memphis Grizzlies,3
21.066668,19.10.2017,3,103,1,3,0,01:00,91,3,2,3,3,New Orleans Pelicans,1,NOP,1,0,1,0,Clark I.,0,Memphis Grizzlies,1
19.266666,19.10.2017,5,103,1,5,3,01:00,91,2,0,3,6,New Orleans Pelicans,0,MEM,0,0,0,1,Martin J.,0,Memphis Grizzlies,4
19.15,19.10.2017,2,103,1,2,0,01:00,91,2,1,0,6,New Orleans Pelicans,0,MEM,0,0,0,1,Harrison A.,0,Memphis Grizzlies,1
3.8833334,19.10.2017,1,103,1,1,0,01:00,91,2,1,0,2,New Orleans Pelicans,0,MEM,0,0,0,0,Green Ja.,0,Memphis Grizzlies,0
17.166666,19.10.2017,4,103,0,0,0,01:00,91,0,0,1,1,New Orleans Pelicans,0,NOP,0,0,0,1,Miller D.,0,Memphis Grizzlies,0
0.8333333,19.10.2017,0,103,0,0,0,01:00,91,0,0,0,0,New Orleans Pelicans,0,NOP,0,0,0,0,Diallo C.,0,Memphis Grizzlies,0
10.883333,19.10.2017,2,103,0,2,0,01:00,91,0,0,0,1,New Orleans Pelicans,0,NOP,0,0,0,2,Allen T.,0,Memphis Grizzlies,1
34.283333,19.10.2017,1,111,13,2,0,01:30,117,28,7,3,26,Atlanta Hawks,1,ATL,2,1,2,0,Schroder D.,2,Dallas Mavericks,2
25.7,19.10.2017,0,111,7,3,0,01:30,117,20,3,6,14,Atlanta Hawks,4,ATL,3,2,3,0,Belinelli M.,2,Dallas Mavericks,1
29.9,19.10.2017,2,111,6,3,2,01:30,117,16,10,4,12,Atlanta Hawks,1,DAL,0,3,0,0,Smith Jr. D.,4,Dallas Mavericks,3
19.566668,19.10.2017,2,111,6,11,2,01:30,117,16,0,0,6,Atlanta Hawks,0,DAL,1,4,1,3,Noel N.,4,Dallas Mavericks,0
37.116665,19.10.2017,4,111,5,8,2,01:30,117,15,5,9,12,Atlanta Hawks,5,DAL,1,0,1,0,Matthews W.,0,Dallas Mavericks,5
38.05,19.10.2017,0,111,3,7,1,01:30,117,14,3,6,13,Atlanta Hawks,0,DAL,1,8,1,0,Barnes H.,9,Dallas Mavericks,2
22.4,19.10.2017,1,111,6,5,3,01:30,117,14,1,0,10,Atlanta Hawks,0,ATL,2,2,2,0,Collins J.,3,Dallas Mavericks,1
18.1,19.10.2017,1,111,4,3,0,01:30,117,13,5,5,7,Atlanta Hawks,3,DAL,0,2,0,0,Barea J.J.,2,Dallas Mavericks,0
24.483334,19.10.2017,3,111,4,6,1,01:30,117,10,0,7,14,Atlanta Hawks,2,DAL,0,0,0,0,Nowitzki D.,1,Dallas Mavericks,0
16.4,19.10.2017,1,111,4,0,0,01:30,117,10,2,5,9,Atlanta Hawks,1,DAL,0,1,0,0,Harris D.,1,Dallas Mavericks,2
25.85,19.10.2017,2,111,4,10,2,01:30,117,10,1,0,10,Atlanta Hawks,0,ATL,0,2,0,1,Prince T.,2,Dallas Mavericks,1
31.583334,19.10.2017,2,111,3,0,0,01:30,117,9,2,4,7,Atlanta Hawks,3,DAL,1,0,1,0,Ferrell Y.,0,Dallas Mavericks,0
25.583334,19.10.2017,2,111,3,7,2,01:30,117,9,1,0,6,Atlanta Hawks,0,ATL,0,3,0,3,Dedmon D.,4,Dallas Mavericks,4
26.633333,19.10.2017,2,111,3,4,1,01:30,117,7,3,1,7,Atlanta Hawks,1,ATL,1,0,1,0,Bazemore K.,0,Dallas Mavericks,1
13.883333,19.10.2017,2,111,2,0,0,01:30,117,6,0,3,3,Atlanta Hawks,2,DAL,1,0,1,1,Powell D.,0,Dallas Mavericks,1
23.783333,19.10.2017,5,111,2,6,3,01:30,117,6,0,1,4,Atlanta Hawks,0,ATL,1,2,1,1,Ilyasova E.,2,Dallas Mavericks,0
17.75,19.10.2017,0,111,3,6,1,01:30,117,6,1,1,6,Atlanta Hawks,0,ATL,2,0,2,1,Bembry D.,0,Dallas Mavericks,2
11.316667,19.10.2017,1,111,2,1,0,01:30,117,5,0,2,4,Atlanta Hawks,1,ATL,0,0,0,0,Delaney M.,0,Dallas Mavericks,1
